PLAYER_ID,PLAYER_NAME,W,L,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
1630205,Lamar Stevens,35,28,6.1,1.7,0.495,1.0,0.289,0.9,0.403,1.0,0.528,0.1,0.375,0.1,0.364,0.517
202362,Lance Stephenson,11,35,8.3,3.9,0.584,1.1,0.305,2.6,0.38,0.2,0.429,0.0,0.0,0.1,0.5,0.497
1626204,Larry Nance Jr.,19,27,7.0,0.4,0.333,1.7,0.346,0.1,0.182,2.8,0.67,0.2,0.429,1.0,0.613,0.569
1628374,Lauri Markkanen,32,29,14.8,1.5,0.466,6.9,0.375,0.6,0.266,3.7,0.611,1.0,0.489,0.7,0.441,0.542
2544,LeBron James,25,31,30.3,5.7,0.556,5.3,0.377,6.6,0.374,4.4,0.747,2.3,0.567,2.5,0.822,0.59
1630195,Leandro Bolmaro,19,16,1.4,0.3,0.385,0.3,0.235,0.2,0.25,0.2,0.429,0.0,0.0,0.1,1.0,0.361
1630322,Lindy Waters III,6,19,8.0,0.2,0.25,4.9,0.347,1.6,0.438,0.6,1.0,0.0,0.0,0.1,0.0,0.557
1629022,Lonnie Walker IV,27,43,12.1,3.4,0.525,4.0,0.332,3.0,0.348,0.5,0.643,0.0,0.0,0.3,0.571,0.48
1629663,Louis King,2,8,4.5,0.6,0.333,1.5,0.25,1.7,0.318,0.0,0.0,0.0,0.0,0.1,0.0,0.404
1629029,Luka Doncic,44,21,28.4,12.5,0.555,1.2,0.31,12.4,0.375,0.9,0.692,1.8,0.449,0.3,0.583,0.529
1628436,Luke Kornet,11,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.619,0.1,0.5,0.2,0.5,0.481
1630792,Malcolm Hill,8,11,3.8,0.2,1.0,1.9,0.371,0.4,0.5,0.5,0.6,0.0,0.0,0.2,0.667,0.587
1630238,Malik Fitts,13,2,1.4,0.1,0.2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553
1629603,Mamadi Diakite,4,9,4.3,0.0,0.0,0.2,0.143,0.0,0.0,3.4,0.656,0.2,1.0,0.8,0.571,0.532
202694,Marcus Morris Sr.,26,27,15.2,2.9,0.538,5.5,0.406,5.7,0.439,0.5,0.529,1.9,0.433,0.8,0.41,0.506
202693,Markieff Morris,10,7,7.6,0.5,0.444,3.4,0.415,1.1,0.36,1.6,0.706,1.6,0.619,0.8,0.75,0.531
1627737,Marquese Chriss,24,10,4.5,0.3,0.5,0.8,0.4,0.1,0.25,2.7,0.544,0.1,0.0,0.6,0.6,0.493
1628963,Marvin Bagley III,17,31,11.3,1.8,0.468,1.9,0.293,0.3,0.231,5.8,0.689,0.9,0.444,0.7,0.485,0.53
203486,Mason Plumlee,40,32,6.6,0.8,0.595,0.0,0.167,0.1,0.273,4.1,0.693,0.3,0.375,1.1,0.611,0.638
1629680,Matisse Thybulle,43,23,5.7,0.2,0.353,1.8,0.296,0.3,0.4,2.1,0.694,0.0,0.0,0.2,0.667,0.575
1630346,Matt Ryan,1,0,3.0,0.0,0.0,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
203090,Maurice Harkless,14,32,4.5,0.9,0.6,1.7,0.295,0.1,0.2,1.0,0.821,0.0,0.0,0.1,0.667,0.537
1629622,Max Strus,46,22,10.6,0.6,0.375,6.8,0.412,1.4,0.378,0.9,0.707,0.0,0.0,0.1,0.571,0.602
1628467,Maxi Kleber,36,23,7.0,0.4,0.313,4.2,0.333,0.2,0.172,1.7,0.78,0.1,0.429,0.3,0.636,0.516
1628982,Melvin Frazier Jr.,0,3,10.7,7.3,0.474,1.0,0.05,0.0,0.0,1.3,0.5,0.0,0.0,0.0,0.0,0.281
1629008,Michael Porter Jr.,5,4,9.9,1.0,0.333,2.9,0.244,3.1,0.343,1.8,0.636,0.1,0.0,1.4,0.667,0.408
1628969,Mikal Bridges,63,18,14.2,3.3,0.599,4.2,0.384,2.5,0.471,2.4,0.675,0.2,0.714,1.4,0.725,0.605
203488,Mike Muscala,15,28,8.0,0.1,0.4,5.1,0.406,0.3,0.625,1.7,0.61,0.0,0.0,0.5,0.5,0.597
1628970,Miles Bridges,41,38,20.3,7.4,0.53,4.1,0.36,2.4,0.296,3.4,0.801,0.4,0.355,1.3,0.641,0.557
1629011,Mitchell Robinson,31,40,8.5,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.761,0.1,0.4,0.2,0.667,0.759
1629671,Miye Oni,15,1,0.3,0.0,0.0,0.2,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278
1626149,Montrezl Harrell,36,35,13.1,0.6,0.424,0.4,0.343,0.5,0.319,7.6,0.745,1.8,0.488,1.7,0.608,0.649
1629021,Moritz Wagner,16,47,9.0,1.6,0.611,3.1,0.332,0.0,0.125,2.3,0.684,0.1,0.444,1.4,0.771,0.581
1630589,Moses Wright,4,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.25
1626167,Myles Turner,15,27,12.9,1.7,0.529,4.5,0.349,0.7,0.448,4.5,0.75,1.5,0.533,1.3,0.857,0.587
1630230,Naji Marshall,23,32,5.7,1.8,0.5,1.1,0.202,0.5,0.351,0.7,0.517,0.0,0.0,0.2,0.6,0.444
1629642,Nassir Little,19,23,9.8,2.2,0.552,3.0,0.331,1.2,0.382,1.0,0.667,0.1,0.333,0.5,1.0,0.541
1630207,Nate Hinton,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630233,Nathan Knight,22,15,3.7,0.8,0.474,0.3,0.333,0.0,0.0,1.4,0.613,0.2,0.429,0.3,0.4,0.534
1629675,Naz Reid,42,35,8.3,1.0,0.585,2.2,0.346,0.1,0.222,2.6,0.611,0.5,0.41,1.5,0.568,0.549
202357,Nemanja Bjelica,48,22,6.1,0.9,0.377,2.2,0.369,0.2,0.3,1.9,0.652,0.2,0.333,0.4,0.733,0.543
203457,Nerlens Noel,10,15,3.4,0.0,0.0,0.3,0.444,0.2,0.5,2.7,0.587,0.0,0.0,0.6,0.857,0.533
1629651,Nic Claxton,24,23,8.7,0.5,0.529,0.0,0.5,0.0,1.0,6.2,0.71,0.0,0.0,1.3,0.565,0.674
201587,Nicolas Batum,31,27,8.4,0.3,0.625,5.8,0.435,0.8,0.34,0.9,0.629,0.1,0.333,0.3,0.538,0.607
1628384,O.G. Anunoby,31,17,17.1,2.3,0.352,6.2,0.401,2.8,0.299,3.1,0.736,1.4,0.481,0.6,0.75,0.526
1630167,Obi Toppin,31,40,9.1,1.4,0.5,2.3,0.325,0.1,0.188,3.1,0.717,0.2,0.556,0.7,0.733,0.587
1630168,Onyeka Okongwu,26,22,8.2,0.3,0.667,0.1,0.5,0.1,0.667,6.4,0.715,0.4,0.533,1.3,0.595,0.69
1629052,Oshae Brissett,19,48,9.1,2.0,0.383,3.6,0.357,0.3,0.214,1.6,0.558,0.0,0.0,0.5,0.545,0.493
203490,Otto Porter Jr.,41,21,8.2,0.5,0.357,3.6,0.366,1.1,0.476,1.8,0.681,0.1,0.667,0.8,0.639,0.562
200782,P.J. Tucker,45,26,7.6,0.7,0.541,3.4,0.401,0.4,0.393,1.7,0.617,0.2,0.583,0.4,0.429,0.577
1629023,P.J. Washington,33,32,10.3,1.2,0.542,4.5,0.364,0.6,0.3,2.8,0.667,0.2,0.438,0.7,0.571,0.573
1628408,PJ Dozier,9,9,5.4,1.0,0.385,2.1,0.325,1.4,0.314,0.6,0.5,0.0,0.0,0.0,0.0,0.439
1628238,Paris Bass,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.5
1627783,Pascal Siakam,40,28,22.8,8.7,0.528,3.6,0.391,4.1,0.391,3.2,0.599,1.2,0.493,1.7,0.57,0.525
1630172,Patrick Williams,9,8,9.0,2.8,0.708,2.4,0.5,2.0,0.457,0.9,0.538,0.2,0.5,0.5,0.429,0.603
202331,Paul George,18,13,24.3,6.8,0.466,5.2,0.448,9.9,0.363,0.8,0.769,1.2,0.529,1.3,0.455,0.493
200794,Paul Millsap,22,11,3.5,0.6,0.3,0.8,0.243,0.1,0.125,1.3,0.541,0.3,0.5,0.3,0.385,0.426
1630194,Paul Reed,21,17,3.1,0.3,0.333,0.2,0.273,0.0,0.0,1.8,0.733,0.1,1.0,0.2,0.5,0.573
1627822,Petr Cornelie,3,10,1.1,0.0,0.0,0.2,0.125,0.0,0.0,0.6,0.667,0.2,0.0,0.2,0.5,0.367
1630173,Precious Achiuwa,46,27,9.1,1.6,0.387,2.4,0.363,0.7,0.303,3.0,0.54,0.3,0.474,0.4,0.333,0.486
1629628,RJ Barrett,32,37,20.1,7.5,0.417,5.0,0.361,2.1,0.284,1.2,0.533,0.4,0.474,0.5,0.412,0.467
203493,Reggie Bullock,44,24,8.6,0.4,0.393,6.1,0.375,0.7,0.356,0.4,0.483,0.0,0.0,0.1,0.571,0.542
1629617,Reggie Perry,0,10,9.2,0.6,0.273,1.7,0.333,0.6,0.333,3.7,0.6,0.8,0.8,1.0,0.556,0.525
1626158,Richaun Holmes,15,29,10.1,0.6,0.765,1.8,0.551,0.1,0.333,6.8,0.701,0.5,0.778,2.7,0.531,0.66
203496,Robert Covington,34,37,8.5,0.9,0.381,4.9,0.365,0.7,0.404,1.0,0.654,0.0,0.0,0.2,0.545,0.548
1629057,Robert Williams III,40,20,10.0,0.0,0.0,0.0,0.111,0.1,1.0,8.9,0.745,0.1,0.667,0.5,0.647,0.734
1630218,Robert Woodard II,0,12,0.6,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.333,0.0,0.0,0.0,0.0,0.156
203918,Rodney Hood,30,22,3.1,0.5,0.44,1.3,0.307,0.8,0.333,0.3,0.8,0.0,0.0,0.1,1.0,0.465
1629641,Romeo Langford,24,24,4.5,1.2,0.451,1.6,0.338,0.6,0.464,0.8,0.708,0.1,1.0,0.1,0.286,0.51
1626220,Royce O'Neale,46,31,7.4,0.9,0.535,4.1,0.383,0.5,0.412,0.6,0.571,0.0,0.0,0.2,0.529,0.591
200752,Rudy Gay,34,21,8.1,0.8,0.255,3.5,0.359,1.5,0.343,1.5,0.778,0.7,0.5,0.3,0.529,0.507
1629060,Rui Hachimura,16,26,11.3,2.0,0.521,4.4,0.455,2.0,0.36,2.0,0.731,0.7,0.476,1.1,0.559,0.563
1630180,Saddiq Bey,23,58,16.3,3.4,0.43,6.6,0.38,2.9,0.314,1.2,0.571,0.7,0.373,0.5,0.5,0.492
1626155,Sam Dekker,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630573,Sam Hauser,20,6,2.5,0.0,0.0,1.8,0.444,0.3,0.429,0.2,0.667,0.0,0.0,0.1,0.5,0.65
1630572,Sandro Mamukelashvili,22,19,3.8,0.5,0.583,1.6,0.44,0.1,0.333,1.2,0.611,0.0,0.0,0.2,0.5,0.591
1630583,Santi Aldama,19,12,4.0,0.5,0.304,0.8,0.196,0.1,0.143,1.7,0.667,0.1,0.5,0.5,1.0,0.422
1630567,Scottie Barnes,43,31,15.3,2.9,0.455,2.6,0.329,1.9,0.376,4.9,0.677,1.0,0.531,1.4,0.571,0.524
203816,Scotty Hopson,0,1,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1629635,Sekou Doumbouya,0,2,7.0,0.0,0.0,1.5,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.688
1628400,Semi Ojeleye,14,16,3.3,0.5,0.263,1.3,0.271,0.6,0.4,0.9,0.471,0.1,0.5,0.1,0.143,0.379
201586,Serge Ibaka,30,23,6.7,0.3,0.692,2.7,0.379,0.2,0.313,2.6,0.638,0.5,0.571,1.1,0.553,0.564
1629003,Shake Milton,34,21,8.2,3.7,0.462,1.8,0.343,1.9,0.35,0.3,0.636,0.0,0.0,0.1,0.667,0.483
203524,Solomon Hill,7,6,0.6,0.0,0.0,0.5,0.167,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
1626169,Stanley Johnson,16,32,6.7,1.5,0.547,1.9,0.305,0.9,0.613,1.2,0.658,0.1,1.0,0.4,0.421,0.532
1628425,Sterling Brown,31,18,3.3,0.6,0.519,1.5,0.301,0.5,0.385,0.3,0.417,0.0,0.0,0.1,0.5,0.471
1629004,Svi Mykhailiuk,29,27,4.6,0.6,0.424,1.7,0.317,0.8,0.3,0.5,0.611,0.0,0.0,0.2,0.8,0.476
201959,Taj Gibson,23,28,4.4,0.0,0.0,1.4,0.418,0.1,0.286,2.3,0.575,0.2,0.6,0.7,0.467,0.555
1627752,Taurean Prince,40,29,7.3,1.4,0.593,3.3,0.388,1.0,0.403,0.3,0.318,0.0,1.0,0.1,0.5,0.564
1629611,Terance Mann,41,39,10.8,2.5,0.482,2.1,0.416,2.2,0.346,1.6,0.622,0.1,1.0,0.5,0.586,0.539
203082,Terrence Ross,14,49,10.0,3.0,0.519,2.7,0.319,3.4,0.376,0.3,0.75,0.0,0.0,0.2,0.455,0.467
1630678,Terry Taylor,7,26,9.6,0.9,0.464,1.2,0.368,0.3,0.385,4.8,0.697,0.1,0.5,1.5,0.852,0.641
201152,Thaddeus Young,27,25,6.2,0.8,0.594,1.0,0.37,0.2,0.294,2.5,0.59,0.2,0.385,1.0,0.463,0.55
203648,Thanasis Antetokounmpo,26,22,3.6,0.6,0.476,0.1,0.111,0.1,0.222,1.9,0.635,0.1,0.6,0.3,0.714,0.555
1629033,Theo Pinson,14,5,2.5,0.4,0.4,1.4,0.375,0.5,0.333,0.1,0.0,0.0,0.0,0.2,1.0,0.487
1628418,Thomas Bryant,8,19,7.4,0.2,0.4,1.9,0.339,0.2,0.429,3.9,0.667,0.9,0.563,0.7,0.5,0.561
203501,Tim Hardaway Jr.,24,18,14.2,1.7,0.421,5.4,0.339,4.4,0.364,0.8,0.7,0.0,1.0,0.3,0.571,0.491
1627789,Timothe Luwawu-Cabarrot,30,22,4.4,0.4,0.227,2.3,0.336,0.4,0.5,0.4,0.5,0.0,0.0,0.0,0.0,0.516
202699,Tobias Harris,45,28,17.2,5.9,0.485,3.6,0.362,3.2,0.416,2.1,0.717,1.6,0.533,0.6,0.654,0.532
1628396,Tony Bradley,28,27,3.0,0.0,0.25,0.3,0.538,0.0,0.5,2.1,0.612,0.0,1.0,0.8,0.625,0.585
1628470,Torrey Craig,36,42,6.6,0.7,0.469,2.8,0.344,0.6,0.308,1.5,0.691,0.0,1.0,0.5,0.727,0.541
1630570,Trendon Watford,16,32,7.6,1.6,0.571,0.9,0.302,0.3,0.276,2.5,0.693,0.5,0.533,1.1,0.5,0.549
1630286,Trevon Scott,1,1,3.0,2.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
2772,Trevor Ariza,8,16,4.0,0.2,0.222,2.4,0.279,0.1,0.125,0.8,0.636,0.0,0.0,0.2,1.0,0.434
1626168,Trey Lyles,19,55,10.5,2.7,0.533,2.8,0.341,0.5,0.286,2.5,0.657,0.8,0.514,0.9,0.571,0.527
1630530,Trey Murphy III,31,31,5.4,0.3,0.214,3.3,0.388,0.2,0.182,1.0,0.656,0.0,0.0,0.1,0.5,0.522
202684,Tristan Thompson,19,37,6.1,0.4,0.4,0.1,0.286,0.1,0.375,3.7,0.556,0.5,0.733,1.3,0.47,0.532
1628972,Troy Brown Jr.,37,29,4.3,0.5,0.316,2.1,0.365,0.2,0.269,0.6,0.655,0.0,0.0,0.2,0.583,0.51
1629660,Ty Jerome,15,33,7.1,2.7,0.486,2.8,0.319,1.7,0.354,0.4,0.636,0.0,0.0,0.0,0.0,0.46
1629076,Tyler Cook,13,7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.591,0.1,0.5,1.0,0.857,0.605
1628962,Udoka Azubuike,11,6,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.733,0.0,0.0,0.5,1.0,0.755
2617,Udonis Haslem,10,3,2.5,0.0,0.0,0.7,0.4,0.2,0.333,1.8,0.625,0.2,0.5,0.5,0.75,0.468
1630586,Usman Garuba,2,22,2.0,0.0,0.0,0.6,0.263,0.0,0.0,1.0,0.625,0.0,0.0,0.1,0.333,0.489
1630176,Vernon Carey Jr.,3,4,2.9,0.0,0.0,0.0,0.0,0.3,1.0,2.0,0.714,0.3,1.0,0.1,0.0,0.538
1628427,Vlatko Cancar,7,8,4.1,0.3,0.25,1.2,0.429,0.3,0.667,1.5,0.714,0.0,0.0,0.5,0.5,0.646
1628976,Wendell Carter Jr.,16,46,15.0,2.2,0.565,4.1,0.356,1.2,0.522,5.8,0.68,0.7,0.447,2.1,0.515,0.576
1629117,Wenyen Gabriel,8,17,5.6,0.8,0.533,0.8,0.25,0.1,0.5,2.5,0.571,0.1,0.0,0.5,0.556,0.537
1628411,Wes Iwundu,2,1,7.3,2.0,0.667,3.7,0.571,0.7,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.528
1626195,Willy Hernangomez,22,28,9.1,0.2,0.429,0.3,0.316,0.1,0.25,5.4,0.531,0.9,0.366,1.5,0.61,0.526
1630270,Xavier Sneed,7,2,0.6,0.0,0.0,0.3,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
1630214,Xavier Tillman,35,18,4.8,0.4,0.385,0.6,0.226,0.4,0.375,2.2,0.571,0.2,0.556,0.8,0.486,0.477
1629139,Yuta Watanabe,21,17,4.3,0.6,0.45,2.2,0.372,0.3,0.294,0.5,0.5,0.0,0.0,0.3,0.833,0.504
1630582,Yves Pons,9,3,1.1,0.0,0.0,0.8,0.333,0.0,0.0,0.3,0.333,0.0,0.0,0.0,0.0,0.406
1628380,Zach Collins,14,14,7.8,0.1,1.0,2.3,0.417,0.3,0.8,2.9,0.536,1.0,0.444,1.9,0.605,0.535
203897,Zach LaVine,37,30,24.4,7.4,0.508,4.2,0.477,7.5,0.367,1.2,0.75,0.2,0.389,0.7,0.767,0.554
1630192,Zeke Nnaji,24,17,6.6,0.4,0.375,2.9,0.456,0.0,0.0,2.5,0.606,0.0,0.0,0.5,0.438,0.616
1630533,Ziaire Williams,40,21,8.0,0.7,0.452,3.4,0.336,1.1,0.356,1.5,0.824,0.0,1.0,0.4,0.714,0.536
1629597,Zylan Cheatham,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
