PLAYER_ID,PLAYER_NAME,GP,W,L,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_FT_PCT,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,DRIVE_PF,DRIVE_PF_PCT
1631113,Kennedy Chandler,36,22,14,2.1,0.4,1.1,0.359,0.0,0.1,0.333,0.8,0.368,0.9,0.408,0.4,0.184,0.1,0.026,0.0,0.013
1629026,Kenrich Williams,53,26,27,2.6,0.4,0.9,0.426,0.1,0.2,0.3,0.8,0.319,1.4,0.522,0.3,0.109,0.2,0.065,0.1,0.036
203484,Kentavious Caldwell-Pope,76,51,25,1.9,0.4,0.8,0.466,0.2,0.3,0.708,1.0,0.524,0.8,0.399,0.2,0.119,0.2,0.084,0.2,0.084
1631165,Keon Ellis,16,7,9,0.6,0.1,0.2,0.333,0.0,0.0,0.0,0.1,0.222,0.4,0.667,0.2,0.333,0.0,0.0,0.0,0.0
1630553,Keon Johnson,40,13,27,3.0,0.6,1.3,0.442,0.5,0.7,0.692,1.6,0.551,1.1,0.364,0.3,0.085,0.3,0.085,0.3,0.11
1628989,Kevin Huerter,75,44,31,4.3,1.0,1.9,0.514,0.3,0.4,0.645,2.3,0.526,1.8,0.424,0.5,0.127,0.3,0.071,0.2,0.05
1629645,Kevin Porter Jr.,59,18,41,14.1,2.3,5.3,0.442,1.6,2.0,0.807,6.5,0.46,6.6,0.47,1.6,0.112,0.9,0.064,1.0,0.069
1630284,Kevon Harris,34,12,22,2.2,0.3,0.7,0.4,0.2,0.3,0.7,0.8,0.373,0.9,0.4,0.1,0.067,0.3,0.147,0.1,0.067
1630165,Killian Hayes,75,16,59,8.9,1.7,4.2,0.405,0.5,0.6,0.833,3.9,0.438,3.7,0.417,1.1,0.12,0.5,0.058,0.3,0.031
1630184,Kira Lewis Jr.,25,11,14,2.2,0.4,1.1,0.321,0.3,0.3,0.875,1.0,0.473,0.8,0.364,0.1,0.036,0.0,0.0,0.2,0.073
202691,Klay Thompson,68,37,31,5.7,1.0,2.2,0.436,0.3,0.4,0.821,2.3,0.406,2.7,0.481,0.8,0.137,0.4,0.075,0.2,0.036
1628424,Kobi Simmons,5,1,4,0.8,0.0,0.2,0.0,0.4,0.4,1.0,0.4,0.5,0.4,0.5,0.4,0.5,0.0,0.0,0.2,0.25
1627739,Kris Dunn,22,8,14,12.0,3.6,6.6,0.545,1.1,1.4,0.833,8.5,0.715,4.0,0.331,1.2,0.099,0.4,0.034,0.7,0.057
203937,Kyle Anderson,68,35,33,6.9,1.6,3.3,0.505,0.6,0.8,0.737,4.0,0.576,2.7,0.39,0.9,0.13,0.3,0.049,0.4,0.062
200768,Kyle Lowry,55,30,25,6.4,1.0,1.9,0.529,0.7,0.8,0.87,2.8,0.444,3.7,0.573,0.8,0.123,0.3,0.046,0.4,0.066
202681,Kyrie Irving,60,32,28,11.6,3.8,6.4,0.583,1.4,1.6,0.892,9.2,0.79,3.5,0.304,1.0,0.082,0.6,0.049,0.8,0.068
1630163,LaMelo Ball,36,13,23,14.7,2.5,6.1,0.409,1.3,1.4,0.865,6.4,0.434,6.6,0.447,1.8,0.125,0.9,0.064,0.7,0.047
1629013,Landry Shamet,40,19,21,2.9,0.4,1.3,0.308,0.4,0.4,0.875,1.2,0.4,1.2,0.417,0.3,0.104,0.1,0.035,0.2,0.07
1631311,Lester Quinones,4,4,0,1.8,0.0,0.3,0.0,0.3,0.5,0.5,0.3,0.143,1.0,0.571,0.5,0.286,0.3,0.143,0.3,0.143
1629623,Lindell Wigginton,7,4,3,4.3,1.4,2.3,0.625,0.7,0.9,0.833,3.7,0.867,0.9,0.2,0.1,0.033,0.6,0.133,0.4,0.1
1629022,Lonnie Walker IV,56,27,29,4.1,0.9,1.9,0.5,0.8,0.9,0.917,2.8,0.672,1.4,0.354,0.4,0.087,0.3,0.079,0.4,0.109
1629652,Luguentz Dort,74,36,38,9.4,1.4,3.4,0.402,1.3,1.5,0.841,4.1,0.442,4.3,0.461,0.8,0.089,0.5,0.056,0.8,0.082
1629029,Luka Doncic,66,33,33,19.7,5.5,8.7,0.627,3.2,4.3,0.73,14.6,0.744,7.4,0.375,2.1,0.109,1.0,0.053,2.1,0.108
1628379,Luke Kennard,59,37,22,2.4,0.5,1.0,0.475,0.2,0.2,0.929,1.2,0.504,1.1,0.446,0.3,0.108,0.1,0.058,0.1,0.05
1630644,Mac McClung,2,2,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.5,0.375,1.0,0.25,0.0,0.0
1630201,Malachi Flynn,53,29,24,3.3,0.4,1.2,0.377,0.3,0.4,0.842,1.2,0.358,1.6,0.491,0.3,0.104,0.2,0.069,0.2,0.058
1627763,Malcolm Brogdon,67,46,21,11.3,2.2,4.5,0.497,1.2,1.5,0.818,5.9,0.52,5.0,0.438,1.3,0.119,0.7,0.058,0.7,0.066
1627736,Malik Beasley,81,45,36,2.9,0.7,1.4,0.479,0.2,0.2,0.813,1.6,0.545,1.0,0.368,0.3,0.121,0.2,0.069,0.1,0.035
1628370,Malik Monk,77,47,30,9.1,1.5,2.9,0.507,1.1,1.2,0.914,4.2,0.463,4.6,0.512,1.5,0.171,0.7,0.075,0.6,0.067
203935,Marcus Smart,61,43,18,7.2,1.3,2.4,0.523,0.5,0.8,0.696,3.1,0.437,3.5,0.49,0.8,0.114,0.6,0.082,0.4,0.052
1628365,Markelle Fultz,60,29,31,12.0,2.5,5.0,0.502,0.7,0.9,0.732,5.8,0.485,5.6,0.465,1.5,0.125,0.7,0.058,0.5,0.039
1629680,Matisse Thybulle,71,38,33,1.0,0.1,0.4,0.296,0.1,0.1,0.5,0.3,0.29,0.4,0.42,0.2,0.159,0.1,0.087,0.1,0.058
203521,Matthew Dellavedova,32,19,13,1.5,0.2,0.5,0.353,0.1,0.1,1.0,0.4,0.298,0.9,0.596,0.3,0.191,0.0,0.021,0.0,0.021
1631108,Max Christie,41,19,22,0.9,0.1,0.3,0.385,0.1,0.1,0.75,0.3,0.351,0.5,0.514,0.1,0.081,0.0,0.054,0.0,0.054
1629622,Max Strus,80,42,38,3.3,0.6,1.4,0.438,0.2,0.3,0.85,1.4,0.431,1.5,0.461,0.4,0.105,0.2,0.067,0.1,0.037
1630593,McKinley Wright IV,27,14,13,4.2,1.0,1.9,0.56,0.1,0.1,0.75,2.3,0.54,1.8,0.434,0.6,0.133,0.4,0.088,0.1,0.018
203487,Michael Carter-Williams,4,1,3,4.5,1.3,2.0,0.625,1.0,1.5,0.667,3.5,0.778,1.5,0.333,0.5,0.111,0.0,0.0,0.8,0.167
1628969,Mikal Bridges,27,12,15,11.6,3.3,6.4,0.517,2.1,2.6,0.841,9.3,0.796,3.1,0.271,0.4,0.038,0.6,0.051,1.3,0.111
201144,Mike Conley,66,33,33,8.9,1.4,3.1,0.463,0.7,0.9,0.75,3.7,0.412,4.7,0.52,1.4,0.159,0.5,0.056,0.5,0.051
1630540,Miles McBride,64,36,28,1.5,0.2,0.6,0.316,0.1,0.2,0.643,0.5,0.34,0.7,0.474,0.4,0.237,0.0,0.031,0.1,0.072
1628420,Monte Morris,62,28,34,5.3,1.3,2.6,0.522,0.4,0.4,0.923,3.1,0.588,2.3,0.436,0.6,0.121,0.2,0.03,0.2,0.039
1630541,Moses Moody,62,36,26,1.6,0.3,0.6,0.6,0.2,0.3,0.7,0.9,0.559,0.8,0.461,0.2,0.108,0.1,0.078,0.2,0.098
1629642,Nassir Little,54,22,32,2.7,0.7,1.4,0.494,0.2,0.3,0.688,1.7,0.612,0.9,0.327,0.2,0.061,0.2,0.075,0.1,0.054
1629638,Nickeil Alexander-Walker,58,28,30,3.9,0.6,1.3,0.455,0.3,0.4,0.792,1.6,0.406,1.9,0.487,0.5,0.121,0.3,0.067,0.2,0.054
201587,Nicolas Batum,78,44,34,0.2,0.0,0.1,0.5,0.0,0.1,0.5,0.1,0.5,0.1,0.357,0.0,0.071,0.0,0.143,0.0,0.214
1626181,Norman Powell,60,31,29,8.5,2.3,4.1,0.544,1.4,1.7,0.828,6.0,0.707,2.6,0.307,0.6,0.064,0.7,0.08,0.8,0.098
1630534,Ochai Agbaji,59,29,30,2.7,0.6,1.2,0.486,0.3,0.4,0.769,1.6,0.589,0.9,0.348,0.2,0.076,0.2,0.076,0.2,0.082
1629052,Oshae Brissett,65,27,38,2.5,0.5,1.2,0.39,0.8,1.1,0.694,1.7,0.694,0.5,0.2,0.1,0.038,0.2,0.081,0.6,0.225
1628408,PJ Dozier,16,11,5,1.1,0.2,0.5,0.375,0.0,0.0,0.0,0.4,0.333,0.6,0.5,0.2,0.167,0.1,0.056,0.0,0.0
1626192,Pat Connaughton,61,43,18,1.9,0.3,0.7,0.512,0.1,0.2,0.571,0.8,0.432,1.0,0.517,0.3,0.161,0.1,0.034,0.1,0.059
201976,Patrick Beverley,67,34,33,4.6,0.6,1.3,0.512,0.3,0.4,0.733,1.7,0.358,2.6,0.565,0.7,0.158,0.4,0.087,0.2,0.048
201988,Patty Mills,40,18,22,2.1,0.3,0.6,0.565,0.1,0.1,0.75,0.8,0.366,1.3,0.61,0.3,0.134,0.1,0.049,0.1,0.024
1630202,Payton Pritchard,48,32,16,3.4,0.3,0.8,0.359,0.1,0.2,0.625,0.7,0.205,2.2,0.658,0.4,0.106,0.2,0.068,0.1,0.025
1631212,Peyton Watson,23,13,10,1.5,0.3,0.8,0.444,0.2,0.3,0.833,0.9,0.618,0.5,0.353,0.2,0.118,0.0,0.0,0.1,0.088
1629656,Quentin Grimes,71,41,30,3.5,0.6,1.1,0.553,0.4,0.5,0.875,1.6,0.465,1.9,0.547,0.5,0.155,0.3,0.073,0.2,0.069
1631245,Quenton Jackson,9,3,6,5.3,0.9,1.6,0.571,0.1,0.4,0.25,2.0,0.375,2.9,0.542,0.7,0.125,0.3,0.063,0.2,0.042
1630181,R.J. Hampton,47,9,38,4.0,0.8,1.6,0.468,0.5,0.7,0.706,2.1,0.538,1.5,0.376,0.3,0.065,0.3,0.065,0.4,0.091
1629628,RJ Barrett,73,40,33,12.5,3.1,6.4,0.474,2.1,2.8,0.757,8.5,0.677,3.5,0.281,0.9,0.069,0.8,0.066,1.4,0.11
203526,Raul Neto,48,31,17,2.8,0.6,1.0,0.604,0.2,0.2,0.8,1.4,0.511,1.4,0.496,0.3,0.105,0.1,0.045,0.1,0.045
203493,Reggie Bullock,78,37,41,0.4,0.1,0.2,0.438,0.0,0.0,1.0,0.2,0.516,0.1,0.355,0.0,0.032,0.0,0.097,0.0,0.032
202704,Reggie Jackson,68,36,32,6.3,1.5,3.1,0.483,0.5,0.5,0.886,3.5,0.559,2.4,0.378,0.6,0.1,0.4,0.067,0.3,0.042
201937,Ricky Rubio,33,23,10,6.2,0.8,1.8,0.441,0.3,0.4,0.643,1.9,0.302,3.6,0.585,1.0,0.156,0.3,0.044,0.2,0.034
203585,Rodney McGruder,32,4,28,1.8,0.2,0.9,0.172,0.1,0.2,0.667,0.4,0.237,0.8,0.407,0.2,0.102,0.1,0.034,0.1,0.051
1629641,Romeo Langford,40,13,27,4.4,1.1,2.4,0.438,0.5,0.7,0.714,2.7,0.608,1.3,0.284,0.3,0.063,0.2,0.051,0.4,0.08
200752,Rudy Gay,56,29,27,1.2,0.4,0.8,0.489,0.3,0.3,0.938,1.1,0.899,0.2,0.159,0.1,0.043,0.0,0.014,0.1,0.116
201566,Russell Westbrook,73,36,37,13.4,2.3,4.7,0.483,1.2,1.8,0.664,5.9,0.44,6.5,0.485,2.0,0.151,0.9,0.068,0.9,0.065
1627853,Ryan Arcidiacono,20,9,11,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.63,0.1,0.074,0.1,0.037,0.0,0.0
1631157,Ryan Rollins,12,5,7,1.8,0.1,0.4,0.2,0.2,0.2,1.0,0.3,0.182,1.0,0.545,0.1,0.045,0.3,0.136,0.1,0.045
1630240,Saben Lee,25,15,10,6.4,0.8,1.8,0.435,1.0,1.4,0.694,2.6,0.413,3.0,0.475,0.5,0.081,0.6,0.088,0.7,0.113
1630241,Sam Merrill,5,4,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0
1630590,Scotty Pippen Jr.,6,1,5,2.3,0.5,1.0,0.5,0.2,0.3,0.5,1.2,0.5,0.8,0.357,0.2,0.071,0.2,0.071,0.2,0.071
203552,Seth Curry,61,37,24,3.1,0.6,1.1,0.552,0.2,0.2,1.0,1.4,0.449,1.6,0.529,0.4,0.118,0.2,0.064,0.1,0.027
1631101,Shaedon Sharpe,80,32,48,2.7,0.8,1.6,0.5,0.2,0.4,0.655,1.9,0.702,0.6,0.228,0.1,0.051,0.2,0.074,0.2,0.07
1628983,Shai Gilgeous-Alexander,68,33,35,23.9,5.7,11.1,0.518,5.1,5.8,0.893,17.1,0.716,8.0,0.335,1.6,0.069,1.3,0.054,2.9,0.121
1629003,Shake Milton,76,52,24,6.5,1.3,3.0,0.445,0.5,0.5,0.921,3.2,0.495,2.6,0.408,0.6,0.099,0.3,0.053,0.3,0.039
1627885,Shaquille Harrison,4,1,3,6.8,1.3,2.3,0.556,0.5,0.5,1.0,3.0,0.444,3.5,0.519,1.0,0.148,0.3,0.037,0.3,0.037
1630219,Skylar Mays,5,1,4,11.2,2.2,4.4,0.5,0.2,0.4,0.5,5.0,0.446,6.2,0.554,1.6,0.143,0.4,0.036,0.2,0.018
203915,Spencer Dinwiddie,79,41,38,12.3,2.6,5.3,0.495,1.9,2.3,0.821,7.4,0.606,4.8,0.39,1.3,0.109,0.7,0.056,1.2,0.095
1626169,Stanley Johnson,29,5,24,2.8,0.6,1.1,0.516,0.4,0.7,0.632,1.6,0.575,1.2,0.425,0.3,0.125,0.1,0.038,0.3,0.125
1630649,Stanley Umude,1,0,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
201939,Stephen Curry,55,29,26,9.3,2.7,4.7,0.568,1.2,1.3,0.917,6.7,0.72,3.3,0.357,0.8,0.084,0.5,0.053,0.6,0.069
1628425,Sterling Brown,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629004,Svi Mykhailiuk,32,16,16,2.8,0.4,1.0,0.424,0.1,0.1,0.5,0.9,0.333,1.5,0.522,0.5,0.189,0.2,0.067,0.1,0.022
204456,T.J. McConnell,75,31,44,12.9,2.6,4.8,0.539,0.3,0.4,0.893,5.7,0.437,6.7,0.522,1.5,0.118,0.9,0.066,0.2,0.014
1629659,Talen Horton-Tucker,65,30,35,9.8,2.4,4.7,0.511,1.2,1.6,0.743,6.1,0.62,3.3,0.331,0.8,0.086,0.9,0.092,0.8,0.078
1629611,Terance Mann,81,44,37,4.3,0.8,1.7,0.5,0.6,0.6,0.902,2.3,0.534,1.9,0.451,0.5,0.118,0.3,0.063,0.3,0.075
1629056,Terence Davis,64,38,26,2.1,0.3,0.7,0.452,0.3,0.3,0.818,0.9,0.418,0.9,0.433,0.2,0.082,0.3,0.142,0.2,0.082
203082,Terrence Ross,63,27,36,2.1,0.7,1.3,0.518,0.1,0.1,1.0,1.5,0.72,0.6,0.273,0.2,0.083,0.1,0.038,0.1,0.03
1626179,Terry Rozier,63,19,44,12.8,2.8,6.2,0.445,1.2,1.5,0.789,6.9,0.54,4.9,0.381,1.1,0.085,0.6,0.045,0.7,0.058
1630177,Theo Maledon,44,14,30,7.3,1.2,2.7,0.429,0.8,0.9,0.902,3.3,0.446,3.7,0.508,0.9,0.118,0.3,0.043,0.5,0.065
1629033,Theo Pinson,40,19,21,0.8,0.1,0.2,0.333,0.0,0.1,0.5,0.2,0.267,0.4,0.567,0.1,0.1,0.1,0.1,0.0,0.033
203501,Tim Hardaway Jr.,71,37,34,2.9,0.6,1.6,0.379,0.4,0.6,0.714,1.7,0.589,0.8,0.266,0.1,0.048,0.2,0.053,0.3,0.101
1629027,Trae Young,73,38,35,18.4,4.0,8.5,0.466,2.8,3.1,0.889,10.9,0.594,6.9,0.376,2.3,0.124,1.1,0.057,1.5,0.084
1630200,Tre Jones,65,19,46,11.4,2.7,6.0,0.45,0.9,1.0,0.875,6.4,0.561,4.1,0.363,1.0,0.088,0.5,0.044,0.5,0.043
1630544,Tre Mann,67,31,36,6.2,1.1,2.5,0.432,0.3,0.4,0.786,2.6,0.416,3.0,0.478,0.6,0.103,0.4,0.062,0.2,0.033
1630235,Trent Forrest,23,9,14,4.3,0.8,1.9,0.419,0.0,0.0,0.0,1.6,0.374,2.2,0.505,0.7,0.152,0.2,0.04,0.0,0.0
1630243,Trevelin Queen,7,2,5,1.1,0.1,0.4,0.333,0.0,0.0,0.0,0.3,0.25,0.7,0.625,0.0,0.0,0.0,0.0,0.0,0.0
1631309,Trevor Hudgins,5,0,5,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.667,0.0,0.0,0.0,0.0,0.0,0.0
1631211,Trevor Keels,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628972,Troy Brown Jr.,76,40,36,1.2,0.3,0.7,0.426,0.0,0.0,1.0,0.7,0.554,0.4,0.315,0.1,0.043,0.1,0.076,0.0,0.011
1629660,Ty Jerome,45,22,23,5.4,1.2,2.4,0.5,0.5,0.6,0.889,3.0,0.555,2.5,0.457,0.6,0.114,0.2,0.033,0.3,0.057
1631102,TyTy Washington Jr.,31,6,25,3.1,0.9,1.7,0.519,0.1,0.2,0.667,2.0,0.635,1.2,0.375,0.2,0.073,0.1,0.031,0.1,0.031
1628416,Tyler Dorsey,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629639,Tyler Herro,67,37,30,10.7,2.6,5.0,0.516,1.1,1.3,0.872,6.4,0.603,4.2,0.389,1.0,0.096,0.7,0.063,0.6,0.06
1630169,Tyrese Haliburton,56,28,28,15.2,3.0,5.6,0.533,1.2,1.4,0.84,7.6,0.504,7.9,0.521,2.3,0.148,0.6,0.04,0.8,0.049
1631213,Tyrese Martin,16,10,6,0.4,0.1,0.3,0.25,0.1,0.1,1.0,0.3,0.571,0.1,0.286,0.0,0.0,0.0,0.0,0.1,0.143
1630178,Tyrese Maxey,60,39,21,9.3,2.8,5.6,0.509,1.3,1.6,0.823,7.2,0.777,2.5,0.266,0.7,0.07,0.3,0.032,0.8,0.086
1626145,Tyus Jones,80,51,29,5.3,1.6,3.2,0.49,0.3,0.4,0.75,3.5,0.66,1.6,0.307,0.4,0.071,0.2,0.033,0.2,0.038
203506,Victor Oladipo,42,23,19,6.0,1.1,2.6,0.44,0.7,0.9,0.757,3.0,0.492,2.4,0.393,0.4,0.071,0.4,0.063,0.4,0.071
1631246,Vince Williams Jr.,15,7,8,0.4,0.2,0.3,0.75,0.0,0.0,0.0,0.4,1.0,0.1,0.167,0.0,0.0,0.0,0.0,0.0,0.0
1630249,Vit Krejci,29,15,14,0.7,0.1,0.2,0.333,0.0,0.0,0.0,0.1,0.19,0.5,0.714,0.1,0.19,0.0,0.0,0.0,0.0
1631111,Wendell Moore Jr.,28,15,13,0.7,0.1,0.2,0.8,0.1,0.1,1.0,0.4,0.5,0.4,0.5,0.0,0.05,0.1,0.2,0.0,0.05
202083,Wesley Matthews,52,37,15,0.7,0.1,0.2,0.273,0.2,0.2,0.917,0.3,0.459,0.3,0.486,0.1,0.108,0.0,0.027,0.1,0.162
203115,Will Barton,56,27,29,3.4,0.6,1.6,0.348,0.3,0.4,0.8,1.4,0.411,1.4,0.422,0.4,0.115,0.2,0.057,0.2,0.052
1629875,Xavier Moon,4,2,2,1.8,0.3,0.5,0.5,0.0,0.0,0.0,0.5,0.286,0.8,0.429,0.0,0.0,0.3,0.143,0.0,0.0
1629139,Yuta Watanabe,58,30,28,1.4,0.2,0.6,0.364,0.1,0.2,0.8,0.6,0.4,0.7,0.475,0.2,0.113,0.1,0.038,0.1,0.063
203897,Zach LaVine,76,37,39,10.7,2.8,5.2,0.546,2.2,2.5,0.881,8.1,0.761,3.4,0.319,0.7,0.066,0.7,0.062,1.3,0.119
