PLAYER_ID,PLAYER_NAME,GP,W,L,POINTS,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,EFF_FG_PCT
1630201,Malachi Flynn,53,29,24,4.6,1.2,0.377,1.9,0.37,1.3,0.3,0.1,0.75,0.0,0.0,0.0,1.0,0.457
1627763,Malcolm Brogdon,67,46,21,14.9,5.9,0.497,3.3,0.442,4.4,0.452,0.7,0.652,0.0,0.0,0.3,0.9,0.574
1627736,Malik Beasley,81,45,36,12.7,1.6,0.479,6.7,0.361,3.4,0.372,0.3,0.542,0.0,0.0,0.2,0.526,0.52
1628370,Malik Monk,77,47,30,13.5,4.2,0.507,3.8,0.377,2.6,0.366,0.7,0.65,0.0,0.0,0.1,0.385,0.538
203935,Marcus Smart,61,43,18,11.5,3.1,0.523,4.7,0.349,1.5,0.324,0.6,0.484,0.4,0.5,0.1,0.8,0.511
1628365,Markelle Fultz,60,29,31,14.0,5.8,0.502,1.1,0.32,3.3,0.442,1.7,0.671,0.2,0.538,0.3,0.714,0.534
1629680,Matisse Thybulle,71,38,33,4.1,0.3,0.296,2.1,0.362,0.2,0.429,0.8,0.553,0.0,0.0,0.0,0.0,0.542
203521,Matthew Dellavedova,32,19,13,1.5,0.4,0.353,0.7,0.318,0.3,0.286,0.1,0.5,0.0,0.0,0.0,0.0,0.43
1631108,Max Christie,41,19,22,3.1,0.3,0.385,1.8,0.4,0.5,0.476,0.1,0.333,0.0,0.0,0.0,0.5,0.538
1629622,Max Strus,80,42,38,11.5,1.4,0.438,6.5,0.361,1.2,0.315,1.2,0.755,0.0,0.0,0.4,0.765,0.535
1630593,McKinley Wright IV,27,14,13,4.2,2.3,0.56,0.8,0.389,0.9,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.515
203487,Michael Carter-Williams,4,1,3,4.3,3.5,0.625,0.8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464
1628969,Mikal Bridges,27,12,15,26.1,9.3,0.517,6.0,0.394,9.1,0.481,0.7,0.474,0.3,1.0,0.3,0.429,0.543
201144,Mike Conley,66,33,33,11.8,3.7,0.463,3.1,0.442,4.0,0.357,0.2,0.6,0.0,0.0,0.1,0.75,0.532
1630540,Miles McBride,64,36,28,3.5,0.5,0.316,1.7,0.33,0.5,0.232,0.2,0.625,0.0,0.0,0.3,0.909,0.451
1628420,Monte Morris,62,28,34,10.3,3.1,0.522,2.7,0.401,3.7,0.462,0.2,0.6,0.0,0.0,0.1,1.0,0.555
1630541,Moses Moody,62,36,26,4.7,0.9,0.6,2.1,0.358,0.4,0.435,0.7,0.731,0.0,0.0,0.3,0.857,0.58
1629642,Nassir Little,54,22,32,6.6,1.7,0.494,2.4,0.361,1.6,0.414,0.4,0.526,0.0,0.0,0.2,0.75,0.538
1629638,Nickeil Alexander-Walker,58,28,30,6.0,1.6,0.455,1.9,0.355,1.6,0.422,0.3,0.8,0.0,0.0,0.1,0.2,0.535
201587,Nicolas Batum,78,44,34,6.1,0.1,0.5,4.6,0.381,0.3,0.471,0.7,0.618,0.0,0.0,0.2,0.833,0.583
1626181,Norman Powell,60,31,29,17.0,6.0,0.544,4.3,0.412,3.0,0.389,0.6,0.583,0.0,0.0,0.2,0.333,0.559
1630534,Ochai Agbaji,59,29,30,7.9,1.6,0.486,3.7,0.374,0.6,0.288,0.6,0.6,0.0,0.0,0.4,0.625,0.532
1629052,Oshae Brissett,65,27,38,6.1,1.7,0.39,2.1,0.31,0.2,0.211,1.2,0.604,0.0,0.0,0.3,0.533,0.461
1628408,PJ Dozier,16,11,5,1.4,0.4,0.375,0.2,0.091,0.7,0.333,0.1,1.0,0.0,0.0,0.1,0.5,0.333
1626192,Pat Connaughton,61,43,18,7.6,0.8,0.512,5.0,0.334,0.4,0.5,0.9,0.545,0.0,0.0,0.2,0.75,0.521
201976,Patrick Beverley,67,34,33,6.2,1.7,0.512,3.0,0.333,0.9,0.411,0.3,0.643,0.0,0.0,0.2,0.667,0.511
201988,Patty Mills,40,18,22,6.2,0.8,0.565,2.7,0.35,1.9,0.416,0.1,0.667,0.0,0.0,0.1,0.333,0.529
1630202,Payton Pritchard,48,32,16,5.6,0.7,0.359,2.6,0.396,1.4,0.338,0.5,0.909,0.0,0.0,0.2,0.667,0.527
1631212,Peyton Watson,23,13,10,3.3,0.9,0.444,0.8,0.462,0.1,0.167,0.4,0.625,0.0,0.0,0.1,0.5,0.542
1629656,Quentin Grimes,71,41,30,11.3,1.6,0.553,6.0,0.402,0.8,0.26,0.6,0.769,0.0,0.0,0.4,0.688,0.599
1631245,Quenton Jackson,9,3,6,6.2,2.0,0.571,0.3,0.091,0.7,0.5,0.7,0.429,0.0,0.0,0.0,0.0,0.464
1630181,R.J. Hampton,47,9,38,6.4,2.1,0.468,2.2,0.362,0.9,0.34,0.3,0.625,0.0,0.0,0.2,0.571,0.517
1629628,RJ Barrett,73,40,33,19.6,8.5,0.474,4.7,0.33,1.2,0.253,1.5,0.628,0.5,0.333,0.9,0.6,0.485
203526,Raul Neto,48,31,17,3.3,1.4,0.604,0.6,0.294,0.6,0.565,0.2,0.833,0.0,0.0,0.0,1.0,0.573
203493,Reggie Bullock,78,37,41,7.2,0.2,0.438,5.7,0.388,0.3,0.25,0.5,0.947,0.0,0.0,0.1,0.714,0.569
202704,Reggie Jackson,68,36,32,10.2,3.5,0.483,3.5,0.384,2.6,0.359,0.3,0.45,0.0,0.0,0.2,0.6,0.486
201937,Ricky Rubio,33,23,10,5.2,1.9,0.441,1.5,0.271,2.2,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.402
203585,Rodney McGruder,32,4,28,5.7,0.4,0.172,3.1,0.393,0.9,0.44,0.8,0.857,0.2,1.0,0.1,0.5,0.543
1629641,Romeo Langford,40,13,27,6.9,2.7,0.438,1.3,0.309,1.0,0.465,1.5,0.718,0.0,0.0,0.3,0.571,0.502
200752,Rudy Gay,56,29,27,5.2,1.1,0.489,1.7,0.275,1.5,0.409,0.7,0.448,0.5,0.5,0.4,0.583,0.437
201566,Russell Westbrook,73,36,37,15.9,5.9,0.483,2.6,0.323,3.0,0.351,1.5,0.647,0.6,0.543,0.4,0.458,0.481
1627853,Ryan Arcidiacono,20,9,11,1.3,0.0,0.0,1.1,0.389,0.2,0.083,0.1,1.0,0.0,0.0,0.0,0.0,0.351
1631157,Ryan Rollins,12,5,7,1.9,0.3,0.2,0.8,0.375,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.425
1630240,Saben Lee,25,15,10,6.0,2.6,0.435,1.0,0.421,0.6,0.25,0.3,0.3,0.0,0.0,0.0,0.0,0.45
1630241,Sam Merrill,5,4,1,5.0,0.0,0.0,1.2,0.182,2.2,0.5,0.8,1.0,0.0,0.0,0.8,1.0,0.523
1630590,Scotty Pippen Jr.,6,1,5,2.3,1.2,0.5,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.375
203552,Seth Curry,61,37,24,9.2,1.4,0.552,3.5,0.406,3.9,0.491,0.1,0.667,0.0,0.0,0.0,0.333,0.568
1631101,Shaedon Sharpe,80,32,48,9.9,1.9,0.5,2.7,0.448,2.3,0.323,1.5,0.75,0.0,0.0,0.3,0.684,0.551
1628983,Shai Gilgeous-Alexander,68,33,35,31.4,17.1,0.518,0.9,0.356,8.9,0.462,1.5,0.719,1.3,0.577,0.9,0.75,0.531
1629003,Shake Milton,76,52,24,8.4,3.2,0.445,1.9,0.42,1.3,0.346,0.8,0.75,0.0,0.0,0.2,0.75,0.535
1627885,Shaquille Harrison,4,1,3,8.5,3.0,0.556,1.5,0.4,1.3,0.25,1.0,0.5,0.0,0.0,1.0,0.667,0.482
1630219,Skylar Mays,5,1,4,16.2,5.0,0.5,3.6,0.375,6.6,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.582
203915,Spencer Dinwiddie,79,41,38,17.3,7.4,0.495,3.4,0.412,5.2,0.36,0.1,0.444,0.4,0.714,0.1,0.667,0.524
1626169,Stanley Johnson,29,5,24,5.9,1.6,0.516,1.8,0.474,0.8,0.455,0.4,0.417,0.1,1.0,0.2,0.5,0.603
1630649,Stanley Umude,1,0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201939,Stephen Curry,55,29,26,29.7,6.7,0.568,6.6,0.402,10.9,0.454,1.5,0.745,0.0,0.0,0.8,0.72,0.614
1628425,Sterling Brown,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629004,Svi Mykhailiuk,32,16,16,6.9,0.9,0.424,2.5,0.443,2.0,0.375,0.3,0.556,0.0,0.0,0.2,1.0,0.566
204456,T.J. McConnell,75,31,44,8.7,5.7,0.539,0.7,0.373,2.3,0.553,0.2,0.667,0.0,0.0,0.1,0.429,0.568
1629659,Talen Horton-Tucker,65,30,35,10.7,6.1,0.511,1.5,0.286,2.3,0.341,0.4,0.37,0.0,0.0,0.1,0.6,0.467
1629611,Terance Mann,81,44,37,8.8,2.3,0.5,2.1,0.39,1.4,0.407,1.5,0.688,0.1,1.0,0.3,0.667,0.593
1629056,Terence Davis,64,38,26,6.7,0.9,0.452,3.0,0.361,1.4,0.372,0.5,0.737,0.0,0.0,0.0,1.0,0.545
203082,Terrence Ross,63,27,36,8.3,1.5,0.518,4.1,0.387,2.7,0.449,0.1,1.0,0.0,0.0,0.1,0.286,0.532
1626179,Terry Rozier,63,19,44,21.1,6.9,0.445,3.9,0.353,7.5,0.373,0.5,0.4,0.0,0.0,0.3,0.375,0.484
1630177,Theo Maledon,44,14,30,6.7,3.3,0.429,1.5,0.386,1.5,0.329,0.2,1.0,0.0,0.0,0.0,0.0,0.457
1629033,Theo Pinson,40,19,21,2.4,0.2,0.333,1.4,0.34,0.4,0.455,0.2,0.429,0.0,0.0,0.2,0.75,0.483
203501,Tim Hardaway Jr.,71,37,34,14.4,1.7,0.379,7.4,0.4,3.2,0.367,0.5,0.682,0.0,0.5,0.3,0.692,0.527
1629027,Trae Young,73,38,35,26.2,10.9,0.466,1.4,0.357,9.5,0.387,0.5,0.8,0.0,0.0,0.2,0.714,0.485
1630200,Tre Jones,65,19,46,12.5,6.4,0.45,1.7,0.303,3.3,0.388,0.3,0.727,0.0,0.0,0.3,0.875,0.482
1630544,Tre Mann,67,31,36,7.7,2.6,0.432,1.6,0.336,3.2,0.359,0.3,0.45,0.0,0.0,0.1,0.6,0.474
1630235,Trent Forrest,23,9,14,2.3,1.6,0.419,0.0,0.0,0.6,0.5,0.3,0.8,0.0,0.0,0.2,1.0,0.417
1630243,Trevelin Queen,7,2,5,3.0,0.3,0.333,0.4,0.2,0.4,0.091,0.9,0.5,0.0,0.0,0.0,0.0,0.276
1631309,Trevor Hudgins,5,0,5,1.8,0.0,0.0,1.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333
1631211,Trevor Keels,3,3,0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375
1628972,Troy Brown Jr.,76,40,36,7.1,0.7,0.426,3.9,0.391,0.7,0.328,0.9,0.587,0.0,0.5,0.3,0.412,0.545
1629660,Ty Jerome,45,22,23,6.9,3.0,0.5,1.6,0.381,1.9,0.446,0.3,1.0,0.0,0.0,0.1,0.75,0.56
1631102,TyTy Washington Jr.,31,6,25,4.7,2.0,0.519,1.4,0.246,1.8,0.351,0.1,0.5,0.0,0.0,0.1,0.333,0.422
1628416,Tyler Dorsey,3,2,1,3.0,0.0,0.0,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.7,1.0,0.9
1629639,Tyler Herro,67,37,30,20.1,6.4,0.516,4.9,0.39,7.8,0.393,0.6,0.586,0.0,1.0,0.3,0.6,0.531
1630169,Tyrese Haliburton,56,28,28,20.7,7.6,0.533,2.1,0.411,8.4,0.419,0.3,0.583,0.0,0.0,0.2,0.571,0.586
1631213,Tyrese Martin,16,10,6,1.3,0.3,0.25,0.0,0.0,0.4,0.6,0.1,0.333,0.0,0.0,0.1,1.0,0.413
1630178,Tyrese Maxey,60,39,21,20.3,7.2,0.509,5.0,0.459,5.7,0.418,0.2,0.5,0.0,0.0,0.2,0.714,0.568
1626145,Tyus Jones,80,51,29,10.3,3.5,0.49,3.2,0.372,3.9,0.444,0.0,0.25,0.0,0.0,0.0,1.0,0.523
203506,Victor Oladipo,42,23,19,10.7,3.0,0.44,2.7,0.306,3.9,0.401,0.3,0.462,0.0,0.0,0.1,0.25,0.484
1631246,Vince Williams Jr.,15,7,8,2.0,0.4,0.75,0.8,0.148,0.0,0.0,0.5,0.8,0.0,0.0,0.0,0.0,0.35
1630249,Vit Krejci,29,15,14,1.2,0.1,0.333,0.3,0.188,0.3,0.429,0.3,0.8,0.0,0.0,0.0,0.0,0.473
1631111,Wendell Moore Jr.,28,15,13,1.5,0.4,0.8,0.1,0.067,0.1,0.2,0.3,0.6,0.0,0.0,0.1,1.0,0.442
202083,Wesley Matthews,52,37,15,3.4,0.3,0.273,2.1,0.339,0.3,0.273,0.6,0.714,0.0,0.0,0.1,0.333,0.484
203115,Will Barton,56,27,29,6.8,1.4,0.348,2.4,0.4,2.0,0.328,0.3,0.778,0.0,0.0,0.2,0.5,0.47
1629875,Xavier Moon,4,2,2,1.8,0.5,0.5,0.8,0.5,0.5,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.389
1629139,Yuta Watanabe,58,30,28,5.6,0.6,0.364,3.1,0.462,0.1,0.222,0.7,0.692,0.0,0.0,0.1,0.6,0.621
203897,Zach LaVine,76,37,39,24.8,8.1,0.546,4.1,0.415,7.3,0.387,1.1,0.78,0.1,0.286,0.4,0.6,0.558
