PLAYER_ID,PLAYER_NAME,GP,W,L,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
203915,Spencer Dinwiddie,79,41,38,49.7,59.4,6.5,0.5,0.7,12.0,17.3,7.7,0.131,0.155
1626169,Stanley Johnson,29,5,24,19.8,14.7,2.2,0.1,0.2,3.3,5.3,2.6,0.112,0.129
1630649,Stanley Umude,1,0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201939,Stephen Curry,55,29,26,51.2,64.4,6.3,0.6,1.2,11.0,16.1,8.2,0.124,0.16
1628425,Sterling Brown,4,2,2,4.8,1.8,0.5,0.0,0.0,0.8,1.0,0.5,0.105,0.105
1629004,Svi Mykhailiuk,32,16,16,12.5,14.4,1.7,0.2,0.2,2.8,4.4,2.1,0.133,0.165
204456,T.J. McConnell,75,31,44,43.8,44.9,5.3,0.9,0.5,10.2,14.8,6.7,0.121,0.152
1629659,Talen Horton-Tucker,65,30,35,31.5,34.8,3.8,0.4,0.4,7.2,10.0,4.7,0.12,0.148
1629611,Terance Mann,81,44,37,28.7,26.4,2.3,0.2,0.3,3.9,6.0,2.8,0.079,0.098
1629056,Terence Davis,64,38,26,13.4,15.1,1.0,0.1,0.1,1.8,2.6,1.3,0.078,0.095
203082,Terrence Ross,63,27,36,13.2,16.7,1.5,0.3,0.1,2.8,4.0,1.9,0.114,0.141
1626179,Terry Rozier,63,19,44,50.5,64.8,5.1,0.6,0.7,9.7,13.0,6.4,0.1,0.126
1630177,Theo Maledon,44,14,30,37.9,39.4,3.5,0.4,0.4,6.4,8.9,4.3,0.091,0.113
1629033,Theo Pinson,40,19,21,13.3,9.5,1.2,0.1,0.1,2.1,3.1,1.4,0.087,0.102
203501,Tim Hardaway Jr.,71,37,34,30.3,31.4,1.8,0.2,0.3,3.1,5.0,2.3,0.06,0.075
1629027,Trae Young,73,38,35,49.4,69.7,10.2,0.9,0.7,17.2,24.9,11.8,0.205,0.24
1630200,Tre Jones,65,19,46,51.5,58.4,6.5,0.7,0.7,12.1,16.8,7.9,0.126,0.153
1630544,Tre Mann,67,31,36,20.8,23.2,1.8,0.1,0.4,3.4,4.7,2.4,0.086,0.114
1630235,Trent Forrest,23,9,14,16.7,15.3,1.7,0.1,0.1,3.2,4.3,1.9,0.099,0.115
1630243,Trevelin Queen,7,2,5,11.4,12.7,0.9,0.3,0.3,1.4,2.0,1.3,0.075,0.113
1631309,Trevor Hudgins,5,0,5,9.4,11.6,0.6,0.0,0.2,1.0,1.4,0.8,0.064,0.085
1631211,Trevor Keels,3,3,0,1.0,1.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.333
1628972,Troy Brown Jr.,76,40,36,19.3,14.4,1.3,0.1,0.2,2.5,3.1,1.5,0.065,0.078
1629660,Ty Jerome,45,22,23,31.8,31.7,3.0,0.3,0.3,5.9,8.1,3.7,0.094,0.115
1631102,TyTy Washington Jr.,31,6,25,22.0,23.2,1.5,0.2,0.3,3.1,3.8,2.0,0.069,0.091
1628416,Tyler Dorsey,3,2,1,0.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629639,Tyler Herro,67,37,30,43.5,49.7,4.2,0.6,0.7,8.4,11.3,5.5,0.096,0.125
1630169,Tyrese Haliburton,56,28,28,72.8,77.5,10.4,1.2,1.0,19.8,27.4,12.6,0.143,0.173
1631213,Tyrese Martin,16,10,6,3.8,3.5,0.1,0.0,0.1,0.5,0.3,0.2,0.033,0.05
1630178,Tyrese Maxey,60,39,21,48.9,55.4,3.5,0.6,0.5,6.4,9.6,4.6,0.072,0.094
1626145,Tyus Jones,80,51,29,43.3,45.9,5.2,0.3,0.6,9.1,13.2,6.1,0.12,0.14
203506,Victor Oladipo,42,23,19,35.5,40.6,3.5,0.6,0.4,6.7,9.3,4.5,0.098,0.126
1631246,Vince Williams Jr.,15,7,8,4.7,4.8,0.3,0.0,0.0,0.9,0.7,0.3,0.057,0.057
1630249,Vit Krejci,29,15,14,5.3,4.8,0.6,0.0,0.0,1.1,1.5,0.6,0.111,0.118
1631111,Wendell Moore Jr.,28,15,13,7.2,7.4,0.6,0.1,0.0,1.0,1.7,0.8,0.09,0.109
202083,Wesley Matthews,52,37,15,10.5,8.6,0.7,0.1,0.1,1.4,1.8,0.8,0.062,0.081
203115,Will Barton,56,27,29,21.1,23.3,2.0,0.2,0.3,3.8,5.0,2.5,0.095,0.12
1629875,Xavier Moon,4,2,2,8.5,9.0,1.3,0.0,0.0,2.0,3.0,1.3,0.147,0.147
1629139,Yuta Watanabe,58,30,28,11.9,10.4,0.8,0.1,0.1,1.3,2.1,0.9,0.069,0.079
203897,Zach LaVine,76,37,39,37.0,48.6,4.3,0.4,0.7,7.9,10.8,5.3,0.115,0.144
