PLAYER_ID,PLAYER_NAME,GP,W,L,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT
1630551,Justin Champagnie,5,4,1,10.0,1.4,0.6,1.2,0.5,0.0,0.0,0.0,1.2,0.857,0.2,0.143,0.2,0.143,0.0,0.0,0.0,0.0
203200,Justin Holiday,46,18,28,17.3,0.6,0.1,0.3,0.462,0.0,0.0,1.0,0.3,0.5,0.2,0.393,0.0,0.0,0.1,0.107,0.0,0.036
1626159,Justise Winslow,29,15,14,52.4,3.2,1.1,2.1,0.55,0.1,0.1,0.75,2.4,0.742,0.8,0.258,0.2,0.065,0.2,0.054,0.1,0.022
1629644,KZ Okpala,35,19,16,7.0,0.5,0.2,0.2,0.75,0.0,0.0,0.0,0.3,0.75,0.2,0.375,0.0,0.0,0.0,0.063,0.0,0.0
1629640,Keldon Johnson,61,16,45,57.7,1.5,0.6,0.9,0.632,0.2,0.3,0.875,1.5,0.989,0.3,0.222,0.0,0.022,0.1,0.044,0.1,0.089
1626162,Kelly Oubre Jr.,48,16,32,44.7,2.1,0.8,1.4,0.529,0.3,0.4,0.75,1.9,0.891,0.3,0.158,0.0,0.01,0.1,0.05,0.2,0.099
202689,Kemba Walker,9,5,4,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631112,Kendall Brown,6,1,5,6.7,0.3,0.2,0.2,1.0,0.0,0.0,0.0,0.3,1.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1629134,Kendrick Nunn,70,30,40,20.4,0.4,0.2,0.3,0.714,0.0,0.0,0.0,0.4,1.034,0.1,0.172,0.1,0.138,0.0,0.069,0.0,0.0
1631113,Kennedy Chandler,36,22,14,16.3,0.5,0.2,0.3,0.545,0.0,0.1,0.5,0.4,0.722,0.1,0.278,0.0,0.056,0.0,0.056,0.0,0.056
1629026,Kenrich Williams,53,26,27,31.2,3.5,1.4,2.0,0.679,0.1,0.3,0.357,2.8,0.811,1.2,0.357,0.2,0.059,0.1,0.016,0.1,0.038
203484,Kentavious Caldwell-Pope,76,51,25,38.2,1.1,0.3,0.6,0.531,0.1,0.1,0.7,0.8,0.744,0.3,0.232,0.1,0.061,0.1,0.085,0.1,0.061
1631165,Keon Ellis,16,7,9,6.7,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
1630553,Keon Johnson,40,13,27,21.3,0.4,0.1,0.2,0.286,0.0,0.1,0.5,0.1,0.313,0.1,0.313,0.0,0.063,0.0,0.063,0.0,0.063
1628989,Kevin Huerter,75,44,31,44.0,1.7,0.8,1.1,0.768,0.2,0.2,0.75,1.8,1.095,0.4,0.238,0.1,0.032,0.1,0.04,0.1,0.056
1629645,Kevin Porter Jr.,59,18,41,79.0,1.6,0.5,0.6,0.816,0.0,0.0,1.0,1.1,0.691,0.6,0.383,0.1,0.043,0.2,0.117,0.0,0.011
1630284,Kevon Harris,34,12,22,13.4,1.1,0.4,0.6,0.667,0.2,0.2,0.875,1.1,1.027,0.3,0.27,0.0,0.027,0.0,0.027,0.1,0.108
1630165,Killian Hayes,75,16,59,62.1,0.5,0.1,0.3,0.348,0.0,0.1,0.75,0.3,0.475,0.2,0.375,0.1,0.15,0.0,0.0,0.0,0.05
1630184,Kira Lewis Jr.,25,11,14,20.4,0.2,0.1,0.1,1.0,0.0,0.1,0.5,0.2,1.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
202691,Klay Thompson,68,37,31,47.9,1.5,0.5,0.9,0.583,0.3,0.4,0.875,1.4,0.893,0.3,0.204,0.0,0.029,0.1,0.068,0.2,0.107
1628424,Kobi Simmons,5,1,4,8.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0
1627739,Kris Dunn,22,8,14,65.4,0.5,0.2,0.3,0.833,0.1,0.1,1.0,0.5,1.091,0.2,0.364,0.1,0.182,0.0,0.0,0.0,0.091
203937,Kyle Anderson,68,35,33,52.5,2.2,0.6,1.1,0.587,0.1,0.3,0.556,1.5,0.651,0.9,0.408,0.3,0.132,0.1,0.033,0.1,0.053
200768,Kyle Lowry,55,30,25,69.6,0.9,0.2,0.3,0.5,0.0,0.0,1.0,0.4,0.404,0.5,0.481,0.1,0.154,0.1,0.058,0.0,0.019
202681,Kyrie Irving,60,32,28,75.7,1.6,0.7,1.0,0.719,0.1,0.1,1.0,1.5,0.938,0.5,0.309,0.2,0.113,0.1,0.031,0.1,0.031
1630163,LaMelo Ball,36,13,23,90.2,1.4,0.5,0.9,0.563,0.0,0.0,0.0,1.0,0.725,0.5,0.373,0.1,0.078,0.0,0.0,0.0,0.0
1629013,Landry Shamet,40,19,21,35.4,0.4,0.1,0.2,0.833,0.1,0.1,1.0,0.3,0.8,0.1,0.333,0.0,0.067,0.1,0.133,0.0,0.067
1631311,Lester Quinones,4,4,0,11.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629623,Lindell Wigginton,7,4,3,23.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0
1629022,Lonnie Walker IV,56,27,29,25.2,0.6,0.3,0.4,0.625,0.0,0.0,1.0,0.5,0.909,0.0,0.061,0.0,0.03,0.1,0.152,0.0,0.03
1629652,Luguentz Dort,74,36,38,37.1,2.4,0.6,1.2,0.451,0.3,0.5,0.735,1.5,0.609,0.7,0.302,0.2,0.067,0.2,0.067,0.2,0.078
1629029,Luka Doncic,66,33,33,89.6,1.0,0.4,0.6,0.763,0.2,0.3,0.75,1.1,1.088,0.2,0.206,0.0,0.044,0.0,0.029,0.2,0.147
1628379,Luke Kennard,59,37,22,27.3,0.3,0.1,0.2,0.667,0.0,0.0,0.0,0.2,0.75,0.1,0.25,0.0,0.0,0.0,0.125,0.0,0.0
1630644,Mac McClung,2,2,0,37.5,1.5,1.0,1.5,0.667,0.0,0.0,0.0,2.0,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630201,Malachi Flynn,53,29,24,26.4,0.2,0.1,0.1,0.75,0.0,0.0,0.0,0.1,0.6,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0
1627763,Malcolm Brogdon,67,46,21,53.1,0.8,0.2,0.3,0.652,0.2,0.2,1.0,0.7,0.818,0.3,0.418,0.1,0.073,0.0,0.036,0.1,0.109
1627736,Malik Beasley,81,45,36,34.3,0.4,0.2,0.3,0.542,0.0,0.0,1.0,0.3,0.903,0.1,0.161,0.0,0.0,0.0,0.0,0.0,0.032
1628370,Malik Monk,77,47,30,40.4,0.9,0.3,0.5,0.65,0.0,0.1,0.5,0.7,0.821,0.2,0.224,0.1,0.06,0.1,0.06,0.0,0.03
203935,Marcus Smart,61,43,18,59.6,1.1,0.2,0.5,0.484,0.0,0.1,0.5,0.6,0.486,0.5,0.414,0.1,0.129,0.1,0.071,0.0,0.029
1628365,Markelle Fultz,60,29,31,66.6,1.9,0.8,1.2,0.671,0.1,0.1,1.0,1.7,0.853,0.6,0.328,0.1,0.069,0.1,0.026,0.0,0.017
1629680,Matisse Thybulle,71,38,33,15.8,1.1,0.4,0.7,0.553,0.0,0.0,0.5,0.8,0.696,0.4,0.342,0.1,0.051,0.1,0.051,0.0,0.013
203521,Matthew Dellavedova,32,19,13,15.2,0.1,0.0,0.1,0.5,0.0,0.0,0.0,0.1,0.5,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1631108,Max Christie,41,19,22,12.1,0.4,0.0,0.1,0.333,0.0,0.0,0.0,0.1,0.267,0.2,0.533,0.0,0.133,0.0,0.067,0.0,0.0
1629622,Max Strus,80,42,38,44.1,1.2,0.5,0.7,0.755,0.1,0.1,1.0,1.2,0.989,0.4,0.312,0.0,0.022,0.1,0.043,0.1,0.043
1630593,McKinley Wright IV,27,14,13,24.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.714,0.0,0.0,0.0,0.0,0.0,0.0
203487,Michael Carter-Williams,4,1,3,25.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628969,Mikal Bridges,27,12,15,52.7,0.9,0.3,0.7,0.474,0.0,0.0,0.0,0.7,0.826,0.1,0.174,0.0,0.0,0.0,0.0,0.0,0.0
201144,Mike Conley,66,33,33,70.2,0.4,0.1,0.2,0.6,0.0,0.0,0.0,0.2,0.414,0.2,0.552,0.0,0.103,0.0,0.103,0.0,0.0
1630540,Miles McBride,64,36,28,18.8,0.3,0.1,0.1,0.625,0.0,0.0,0.0,0.2,0.476,0.2,0.524,0.0,0.048,0.0,0.048,0.0,0.0
1628420,Monte Morris,62,28,34,57.9,0.3,0.0,0.1,0.6,0.0,0.1,0.75,0.2,0.526,0.2,0.579,0.0,0.105,0.0,0.0,0.0,0.105
1630541,Moses Moody,62,36,26,14.2,0.8,0.3,0.4,0.731,0.1,0.1,0.667,0.7,0.918,0.2,0.286,0.0,0.02,0.1,0.082,0.0,0.061
1629642,Nassir Little,54,22,32,22.4,0.7,0.2,0.4,0.526,0.1,0.1,0.75,0.4,0.632,0.2,0.289,0.0,0.053,0.1,0.079,0.0,0.053
1629638,Nickeil Alexander-Walker,58,28,30,28.2,0.3,0.1,0.2,0.8,0.0,0.0,0.5,0.3,1.133,0.1,0.2,0.0,0.0,0.0,0.067,0.0,0.067
201587,Nicolas Batum,78,44,34,28.8,0.8,0.3,0.4,0.618,0.1,0.1,1.0,0.7,0.813,0.3,0.313,0.0,0.047,0.1,0.063,0.1,0.063
1626181,Norman Powell,60,31,29,35.9,0.6,0.2,0.4,0.583,0.1,0.1,1.0,0.6,0.895,0.1,0.211,0.0,0.053,0.1,0.079,0.0,0.053
1630534,Ochai Agbaji,59,29,30,22.9,0.9,0.3,0.5,0.6,0.0,0.0,0.5,0.6,0.661,0.3,0.357,0.0,0.036,0.1,0.071,0.0,0.018
1629052,Oshae Brissett,65,27,38,26.4,1.5,0.4,0.7,0.604,0.2,0.3,0.8,1.2,0.765,0.6,0.367,0.1,0.061,0.0,0.01,0.2,0.102
1628408,PJ Dozier,16,11,5,10.9,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626192,Pat Connaughton,61,43,18,33.0,1.4,0.4,0.7,0.545,0.0,0.1,0.5,0.9,0.627,0.5,0.386,0.0,0.036,0.0,0.036,0.0,0.024
201976,Patrick Beverley,67,34,33,39.7,0.8,0.1,0.2,0.643,0.0,0.0,1.0,0.3,0.385,0.4,0.538,0.1,0.115,0.1,0.077,0.0,0.019
201988,Patty Mills,40,18,22,19.9,0.1,0.1,0.1,0.667,0.0,0.0,0.0,0.1,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
1630202,Payton Pritchard,48,32,16,24.2,0.7,0.2,0.2,0.909,0.0,0.0,1.0,0.5,0.676,0.4,0.559,0.1,0.088,0.0,0.059,0.0,0.0
1631212,Peyton Watson,23,13,10,10.3,0.4,0.2,0.3,0.625,0.0,0.1,0.0,0.4,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629656,Quentin Grimes,71,41,30,31.4,0.8,0.3,0.4,0.769,0.1,0.1,1.0,0.6,0.804,0.3,0.411,0.1,0.107,0.0,0.036,0.0,0.036
1631245,Quenton Jackson,9,3,6,26.4,1.0,0.3,0.8,0.429,0.0,0.0,0.0,0.7,0.667,0.2,0.222,0.1,0.111,0.0,0.0,0.0,0.0
1630181,R.J. Hampton,47,9,38,23.7,0.4,0.1,0.2,0.625,0.1,0.1,0.833,0.3,0.833,0.1,0.278,0.0,0.0,0.0,0.0,0.1,0.167
1629628,RJ Barrett,73,40,33,50.7,1.5,0.7,1.1,0.628,0.2,0.2,0.722,1.5,1.037,0.2,0.156,0.0,0.028,0.1,0.037,0.1,0.083
203526,Raul Neto,48,31,17,20.8,0.2,0.1,0.1,0.833,0.0,0.0,0.0,0.2,1.0,0.1,0.4,0.0,0.1,0.0,0.0,0.0,0.0
203493,Reggie Bullock,78,37,41,34.1,0.4,0.2,0.2,0.947,0.0,0.0,0.5,0.5,1.156,0.1,0.313,0.0,0.031,0.0,0.031,0.0,0.031
202704,Reggie Jackson,68,36,32,48.9,0.6,0.1,0.3,0.45,0.0,0.0,0.0,0.3,0.474,0.2,0.342,0.0,0.079,0.0,0.079,0.0,0.0
201937,Ricky Rubio,33,23,10,39.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.857,0.1,0.286,0.0,0.143,0.0,0.0
203585,Rodney McGruder,32,4,28,18.7,0.9,0.4,0.4,0.857,0.1,0.1,1.0,0.8,0.964,0.3,0.393,0.1,0.071,0.1,0.071,0.0,0.036
1629641,Romeo Langford,40,13,27,21.9,1.7,0.7,1.0,0.718,0.1,0.1,1.0,1.5,0.882,0.6,0.324,0.1,0.059,0.1,0.044,0.1,0.029
200752,Rudy Gay,56,29,27,23.6,0.9,0.2,0.5,0.448,0.2,0.2,0.917,0.7,0.731,0.2,0.192,0.1,0.077,0.1,0.077,0.1,0.096
201566,Russell Westbrook,73,36,37,64.1,1.8,0.6,0.9,0.647,0.2,0.3,0.8,1.5,0.823,0.5,0.262,0.1,0.062,0.1,0.069,0.1,0.069
1627853,Ryan Arcidiacono,20,9,11,19.6,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.1,1.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1631157,Ryan Rollins,12,5,7,11.6,0.4,0.1,0.2,0.5,0.0,0.0,0.0,0.2,0.4,0.1,0.2,0.0,0.0,0.2,0.4,0.0,0.0
1630240,Saben Lee,25,15,10,34.3,0.9,0.1,0.4,0.3,0.1,0.1,1.0,0.3,0.364,0.4,0.455,0.1,0.091,0.0,0.045,0.0,0.045
1630241,Sam Merrill,5,4,1,17.4,0.4,0.4,0.4,1.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630590,Scotty Pippen Jr.,6,1,5,12.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
203552,Seth Curry,61,37,24,32.2,0.1,0.0,0.0,0.667,0.0,0.0,0.0,0.1,0.5,0.1,0.625,0.0,0.125,0.0,0.0,0.0,0.0
1631101,Shaedon Sharpe,80,32,48,26.1,1.3,0.7,0.9,0.75,0.1,0.2,0.563,1.5,1.104,0.2,0.17,0.0,0.019,0.1,0.066,0.1,0.075
1628983,Shai Gilgeous-Alexander,68,33,35,73.1,1.5,0.7,0.9,0.719,0.1,0.1,0.833,1.5,0.971,0.3,0.216,0.1,0.039,0.1,0.088,0.0,0.029
1629003,Shake Milton,76,52,24,39.1,0.7,0.3,0.4,0.75,0.1,0.2,0.917,0.8,1.071,0.2,0.214,0.1,0.089,0.1,0.071,0.1,0.089
1627885,Shaquille Harrison,4,1,3,57.3,1.3,0.3,0.5,0.5,0.5,0.5,1.0,1.0,0.8,0.5,0.4,0.0,0.0,0.0,0.0,0.3,0.2
1630219,Skylar Mays,5,1,4,80.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203915,Spencer Dinwiddie,79,41,38,69.0,0.3,0.1,0.1,0.444,0.0,0.0,0.0,0.1,0.36,0.2,0.6,0.0,0.08,0.0,0.0,0.0,0.0
1626169,Stanley Johnson,29,5,24,26.0,1.0,0.2,0.4,0.417,0.1,0.1,1.0,0.4,0.414,0.5,0.483,0.1,0.103,0.0,0.034,0.0,0.034
1630649,Stanley Umude,1,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201939,Stephen Curry,55,29,26,79.3,1.5,0.6,0.9,0.745,0.1,0.1,1.0,1.5,1.025,0.3,0.213,0.1,0.05,0.1,0.088,0.1,0.038
1628425,Sterling Brown,4,2,2,6.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.333,0.0,0.0,0.0,0.0,0.0,0.0
1629004,Svi Mykhailiuk,32,16,16,19.7,0.5,0.2,0.3,0.556,0.0,0.1,0.5,0.3,0.647,0.2,0.353,0.1,0.118,0.0,0.059,0.0,0.059
204456,T.J. McConnell,75,31,44,54.9,0.4,0.1,0.1,0.667,0.0,0.0,1.0,0.2,0.424,0.3,0.576,0.0,0.091,0.1,0.121,0.0,0.03
1629659,Talen Horton-Tucker,65,30,35,45.4,0.7,0.2,0.4,0.37,0.0,0.1,0.75,0.4,0.533,0.2,0.289,0.0,0.044,0.0,0.0,0.0,0.044
1629611,Terance Mann,81,44,37,37.0,1.7,0.7,1.0,0.688,0.1,0.1,0.75,1.5,0.904,0.5,0.311,0.1,0.052,0.1,0.067,0.1,0.037
1629056,Terence Davis,64,38,26,20.6,0.5,0.2,0.3,0.737,0.0,0.0,1.0,0.5,0.938,0.1,0.25,0.0,0.031,0.0,0.0,0.0,0.031
203082,Terrence Ross,63,27,36,21.8,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.571,0.1,0.571,0.0,0.0,0.0,0.143,0.0,0.0
1626179,Terry Rozier,63,19,44,75.2,1.0,0.2,0.6,0.4,0.0,0.0,0.0,0.5,0.492,0.3,0.311,0.0,0.049,0.0,0.049,0.0,0.0
1630177,Theo Maledon,44,14,30,47.3,0.3,0.1,0.1,1.0,0.0,0.0,0.0,0.2,0.667,0.2,0.467,0.0,0.067,0.0,0.133,0.0,0.0
1629033,Theo Pinson,40,19,21,16.2,0.4,0.1,0.2,0.429,0.0,0.1,0.5,0.2,0.5,0.1,0.357,0.1,0.214,0.0,0.071,0.0,0.071
203501,Tim Hardaway Jr.,71,37,34,44.8,0.5,0.2,0.3,0.682,0.1,0.1,0.833,0.5,1.027,0.1,0.27,0.0,0.054,0.0,0.027,0.0,0.081
1629027,Trae Young,73,38,35,80.3,0.7,0.2,0.3,0.8,0.1,0.1,1.0,0.5,0.771,0.2,0.333,0.0,0.063,0.1,0.104,0.0,0.042
1630200,Tre Jones,65,19,46,67.1,0.6,0.1,0.2,0.727,0.0,0.0,1.0,0.3,0.476,0.4,0.619,0.1,0.143,0.0,0.071,0.0,0.024
1630544,Tre Mann,67,31,36,30.3,0.4,0.1,0.3,0.45,0.0,0.0,1.0,0.3,0.69,0.1,0.241,0.0,0.034,0.0,0.0,0.0,0.034
1630235,Trent Forrest,23,9,14,20.5,0.3,0.2,0.2,0.8,0.0,0.0,0.0,0.3,1.0,0.1,0.25,0.0,0.0,0.0,0.125,0.0,0.0
1630243,Trevelin Queen,7,2,5,17.3,1.3,0.4,0.9,0.5,0.0,0.0,0.0,0.9,0.667,0.4,0.333,0.1,0.111,0.0,0.0,0.0,0.0
1631309,Trevor Hudgins,5,0,5,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631211,Trevor Keels,3,3,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628972,Troy Brown Jr.,76,40,36,26.7,1.3,0.4,0.6,0.587,0.2,0.2,0.944,0.9,0.706,0.6,0.412,0.1,0.078,0.1,0.039,0.1,0.078
1629660,Ty Jerome,45,22,23,39.2,0.3,0.2,0.2,1.0,0.0,0.0,0.0,0.3,0.933,0.1,0.333,0.0,0.067,0.0,0.067,0.0,0.0
1631102,TyTy Washington Jr.,31,6,25,28.5,0.1,0.0,0.1,0.5,0.0,0.0,0.0,0.1,0.5,0.1,0.5,0.0,0.25,0.0,0.0,0.0,0.0
1628416,Tyler Dorsey,3,2,1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629639,Tyler Herro,67,37,30,65.5,0.7,0.3,0.4,0.586,0.1,0.1,1.0,0.6,0.826,0.2,0.239,0.0,0.043,0.0,0.043,0.0,0.043
1630169,Tyrese Haliburton,56,28,28,94.2,0.4,0.1,0.2,0.583,0.0,0.0,0.0,0.3,0.636,0.2,0.409,0.0,0.091,0.0,0.045,0.0,0.0
1631213,Tyrese Martin,16,10,6,5.4,0.4,0.1,0.2,0.333,0.0,0.0,0.0,0.1,0.333,0.1,0.333,0.0,0.0,0.1,0.167,0.0,0.0
1630178,Tyrese Maxey,60,39,21,68.5,0.3,0.1,0.2,0.5,0.0,0.0,0.5,0.2,0.65,0.2,0.45,0.1,0.2,0.0,0.0,0.0,0.05
1626145,Tyus Jones,80,51,29,55.0,0.2,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.188,0.1,0.375,0.0,0.063,0.1,0.313,0.0,0.0
203506,Victor Oladipo,42,23,19,49.8,0.5,0.1,0.3,0.462,0.0,0.0,1.0,0.3,0.7,0.1,0.3,0.0,0.05,0.0,0.0,0.0,0.05
1631246,Vince Williams Jr.,15,7,8,8.1,0.6,0.3,0.3,0.8,0.0,0.0,0.0,0.5,0.889,0.1,0.111,0.0,0.0,0.2,0.333,0.0,0.0
1630249,Vit Krejci,29,15,14,6.9,0.4,0.1,0.2,0.8,0.0,0.0,0.0,0.3,0.727,0.2,0.455,0.0,0.091,0.0,0.0,0.0,0.0
1631111,Wendell Moore Jr.,28,15,13,9.4,0.3,0.1,0.2,0.6,0.1,0.1,1.0,0.3,1.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.125
202083,Wesley Matthews,52,37,15,14.6,0.8,0.3,0.4,0.714,0.1,0.1,0.75,0.6,0.75,0.4,0.455,0.1,0.068,0.0,0.023,0.0,0.023
203115,Will Barton,56,27,29,29.6,0.4,0.1,0.2,0.778,0.0,0.0,1.0,0.3,0.727,0.2,0.455,0.0,0.091,0.0,0.045,0.0,0.045
1629875,Xavier Moon,4,2,2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629139,Yuta Watanabe,58,30,28,17.0,0.8,0.3,0.4,0.692,0.0,0.0,1.0,0.7,0.889,0.2,0.311,0.1,0.067,0.0,0.044,0.0,0.022
203897,Zach LaVine,76,37,39,61.9,0.9,0.5,0.7,0.78,0.1,0.1,1.0,1.1,1.235,0.1,0.162,0.1,0.059,0.0,0.029,0.0,0.044
