PLAYER_ID,PLAYER_NAME,GP,W,L,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
1630224,Jalen Green,73,19,54,0.6,0.2,0.4,0.372,2.0,0.291,0.1,0.303,11.3,3.3,0.6,2.7,0.183,5.4,0.613,0.4,0.658,7.0,3.9,0.8,3.1,0.211,7.4,0.527,0.5,0.561,7.6
1630591,Jalen Suggs,48,19,29,1.1,0.7,0.5,0.582,2.5,0.455,0.1,0.474,8.4,2.2,0.3,1.9,0.142,4.0,0.546,0.4,0.606,8.5,3.4,1.0,2.4,0.292,6.5,0.518,0.5,0.561,8.5
1631114,Jalen Williams,69,35,34,1.2,0.6,0.6,0.464,3.1,0.394,0.1,0.41,8.6,3.7,0.7,3.0,0.182,6.0,0.613,0.5,0.668,7.5,4.9,1.2,3.6,0.252,8.7,0.563,0.6,0.605,7.7
1627750,Jamal Murray,64,43,21,0.8,0.2,0.5,0.313,1.6,0.462,0.0,0.475,11.3,3.3,0.5,2.8,0.148,5.2,0.628,0.5,0.688,8.2,4.0,0.7,3.3,0.179,6.7,0.599,0.5,0.647,8.8
1631123,Jamaree Bouyea,3,0,3,0.3,0.0,0.3,0.0,0.3,1.0,0.0,1.0,20.8,1.7,0.3,1.3,0.2,3.3,0.5,0.3,0.556,7.7,2.0,0.3,1.7,0.167,3.7,0.545,0.3,0.6,9.9
1630547,James Bouknight,28,7,21,0.3,0.2,0.1,0.625,0.9,0.333,0.1,0.364,10.8,2.3,0.5,1.6,0.219,3.5,0.653,0.2,0.688,7.2,2.6,0.7,1.8,0.264,4.4,0.59,0.3,0.626,8.0
201935,James Harden,58,39,19,0.7,0.3,0.3,0.5,2.6,0.268,0.1,0.278,9.4,5.4,0.8,4.6,0.143,8.0,0.674,0.5,0.722,6.4,6.1,1.1,5.0,0.184,9.9,0.618,0.6,0.659,6.7
1630215,Jared Butler,2,2,0,0.5,0.0,0.5,0.0,1.5,0.333,0.0,0.333,6.9,1.5,0.5,1.0,0.333,3.5,0.429,0.0,0.429,10.9,2.0,0.5,1.5,0.25,5.0,0.4,0.0,0.4,9.9
1631197,Jared Rhoden,11,1,10,1.0,0.6,0.4,0.636,1.9,0.524,0.1,0.55,7.4,2.4,0.5,1.9,0.192,3.4,0.703,0.2,0.743,6.1,3.4,1.1,2.3,0.324,5.2,0.649,0.3,0.685,6.5
1629633,Jarrett Culver,8,3,5,1.3,1.0,0.3,0.8,3.1,0.4,0.0,0.4,4.3,3.5,0.8,2.8,0.214,4.4,0.8,0.1,0.824,6.4,4.8,1.8,3.0,0.368,6.8,0.704,0.1,0.717,5.8
1630554,Jason Preston,9,1,8,0.2,0.0,0.2,0.0,0.7,0.333,0.0,0.333,13.1,2.2,0.4,1.8,0.2,3.3,0.667,0.1,0.69,7.3,2.4,0.4,2.0,0.182,3.9,0.629,0.1,0.647,7.8
1629750,Javonte Green,30,12,18,0.9,0.6,0.3,0.704,2.2,0.409,0.0,0.415,7.2,2.0,0.7,1.3,0.344,3.6,0.57,0.5,0.663,5.7,2.9,1.3,1.6,0.455,5.6,0.524,0.5,0.579,6.2
1630206,Jay Scrubb,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.5,2.5,0.167,3.0,1.0,0.0,1.0,5.4,3.0,0.5,2.5,0.167,3.5,0.857,0.0,0.857,5.4
1627759,Jaylen Brown,67,46,21,1.2,0.5,0.6,0.462,3.3,0.358,0.1,0.368,9.3,5.7,0.9,4.8,0.152,8.9,0.637,0.9,0.711,6.6,6.9,1.4,5.4,0.205,11.6,0.591,1.0,0.648,7.1
1629669,Jaylen Nowell,59,32,27,0.6,0.3,0.4,0.417,1.4,0.434,0.0,0.444,11.1,2.3,0.3,1.9,0.142,3.6,0.635,0.3,0.687,8.9,2.9,0.6,2.3,0.2,4.9,0.586,0.3,0.625,9.3
1628369,Jayson Tatum,74,52,22,1.1,0.5,0.6,0.474,2.7,0.388,0.1,0.402,9.4,7.7,1.1,6.6,0.14,10.5,0.732,0.7,0.781,5.8,8.8,1.6,7.2,0.18,12.7,0.691,0.8,0.735,6.2
1631466,Jeenathan Williams,4,1,3,2.0,1.5,0.5,0.75,4.0,0.5,0.5,0.571,3.8,0.8,0.3,0.5,0.333,2.0,0.375,0.0,0.375,4.3,2.8,1.8,1.0,0.636,6.0,0.458,0.5,0.5,3.9
1630288,Jeff Dowtin Jr.,13,9,4,0.5,0.1,0.4,0.167,0.9,0.5,0.1,0.545,15.4,1.3,0.3,1.0,0.235,1.5,0.85,0.1,0.895,11.9,1.8,0.4,1.4,0.217,2.4,0.742,0.2,0.793,12.8
1628975,Jevon Carter,74,52,22,0.5,0.1,0.3,0.286,1.3,0.357,0.1,0.372,13.4,2.3,0.2,2.1,0.084,3.5,0.652,0.2,0.693,10.8,2.7,0.3,2.4,0.119,4.6,0.589,0.3,0.623,11.2
203925,Joe Harris,62,33,29,0.4,0.1,0.2,0.348,0.9,0.418,0.0,0.442,15.1,2.3,0.5,1.7,0.227,4.1,0.549,0.4,0.605,7.8,2.6,0.6,2.0,0.244,4.9,0.541,0.4,0.594,8.8
204060,Joe Ingles,43,32,11,0.3,0.1,0.2,0.231,0.7,0.464,0.0,0.5,16.1,2.7,0.3,2.3,0.122,3.8,0.697,0.3,0.752,7.1,3.0,0.4,2.6,0.133,4.4,0.67,0.3,0.723,8.0
1630580,Joe Wieskamp,3,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,1.3,0.0,1.3,0.0,1.3,1.0,0.0,1.0,3.4,1.3,0.0,1.3,0.0,2.0,0.667,0.3,0.8,3.4
1629723,John Konchar,70,44,26,0.9,0.5,0.4,0.5,2.3,0.395,0.1,0.413,9.1,3.5,0.8,2.7,0.236,5.3,0.667,0.4,0.715,6.1,4.4,1.3,3.1,0.29,7.1,0.622,0.5,0.665,6.7
202322,John Wall,30,15,15,0.5,0.2,0.2,0.5,1.3,0.368,0.0,0.378,16.9,2.6,0.3,2.3,0.115,4.3,0.609,0.4,0.672,8.2,3.1,0.5,2.5,0.174,5.5,0.558,0.4,0.605,9.6
1631098,Johnny Davis,17,6,11,0.6,0.1,0.4,0.2,1.8,0.323,0.0,0.323,10.0,3.2,0.5,2.6,0.164,4.8,0.679,0.4,0.743,7.6,3.8,0.6,3.1,0.169,6.4,0.602,0.4,0.644,7.9
1630548,Johnny Juzang,15,6,9,0.5,0.2,0.3,0.375,1.5,0.364,0.0,0.364,7.8,2.1,0.4,1.7,0.194,2.7,0.756,0.1,0.775,7.7,2.6,0.6,2.0,0.231,4.0,0.65,0.1,0.661,7.8
203903,Jordan Clarkson,59,29,30,1.2,0.6,0.6,0.472,2.7,0.456,0.1,0.465,8.4,2.9,0.4,2.5,0.144,5.1,0.578,0.4,0.626,8.1,4.2,1.0,3.1,0.24,7.6,0.548,0.4,0.582,8.2
1630692,Jordan Goodwin,55,20,35,1.0,0.7,0.3,0.667,2.3,0.46,0.1,0.479,6.4,2.7,0.5,2.2,0.182,4.2,0.643,0.4,0.708,6.9,3.7,1.2,2.5,0.317,6.3,0.594,0.5,0.643,6.8
1631160,Jordan Hall,5,0,5,0.6,0.2,0.4,0.333,1.0,0.6,0.0,0.6,11.7,1.8,0.4,1.4,0.222,2.6,0.692,0.0,0.692,12.4,2.4,0.6,1.8,0.25,3.6,0.667,0.0,0.667,12.2
1629162,Jordan McLaughlin,30,14,16,0.5,0.2,0.3,0.333,1.0,0.484,0.0,0.484,14.2,1.5,0.2,1.3,0.156,2.7,0.549,0.2,0.6,9.7,2.0,0.4,1.6,0.2,3.6,0.55,0.2,0.588,10.8
1629673,Jordan Poole,77,41,36,0.4,0.2,0.2,0.452,1.5,0.263,0.1,0.272,13.1,2.5,0.4,2.1,0.147,3.9,0.639,0.3,0.7,9.6,2.9,0.5,2.4,0.189,5.4,0.538,0.4,0.58,10.2
1630631,Jose Alvarado,57,29,28,0.5,0.2,0.3,0.321,1.4,0.35,0.1,0.373,10.3,2.0,0.4,1.5,0.221,3.5,0.571,0.4,0.646,9.2,2.5,0.6,1.9,0.241,4.8,0.515,0.5,0.573,9.4
1630528,Josh Christopher,43,11,32,0.5,0.2,0.3,0.4,1.2,0.392,0.0,0.408,11.1,1.2,0.2,1.0,0.157,1.8,0.646,0.1,0.699,8.7,1.7,0.4,1.3,0.225,3.0,0.559,0.2,0.597,9.4
1630581,Josh Giddey,76,34,42,1.9,1.1,0.8,0.561,4.6,0.428,0.2,0.448,6.8,5.9,1.1,4.8,0.186,9.0,0.661,0.5,0.702,6.0,7.9,2.2,5.7,0.279,12.9,0.611,0.7,0.648,6.2
1630182,Josh Green,57,26,31,1.0,0.2,0.7,0.255,2.1,0.466,0.0,0.474,10.5,2.2,0.4,1.8,0.189,4.0,0.555,0.4,0.617,7.6,3.2,0.7,2.5,0.209,6.0,0.529,0.4,0.571,8.5
1628404,Josh Hart,76,42,34,1.9,1.1,0.8,0.563,4.0,0.464,0.2,0.485,10.0,5.9,1.3,4.6,0.226,9.4,0.633,0.9,0.698,6.1,7.8,2.4,5.4,0.307,13.0,0.602,1.0,0.655,7.1
1629006,Josh Okogie,67,34,33,1.6,1.0,0.6,0.615,3.1,0.524,0.0,0.532,7.2,2.1,0.7,1.4,0.317,3.7,0.577,0.4,0.645,7.1,3.7,1.7,2.1,0.446,6.6,0.567,0.4,0.606,7.1
1626196,Josh Richardson,61,23,38,0.7,0.3,0.4,0.45,1.3,0.488,0.0,0.506,11.1,2.2,0.3,1.9,0.144,4.0,0.541,0.4,0.606,7.3,2.8,0.6,2.2,0.215,5.2,0.541,0.5,0.595,8.2
1630563,Joshua Primo,4,3,1,0.5,0.3,0.3,0.5,2.5,0.2,0.3,0.222,14.1,2.8,0.0,2.8,0.0,5.5,0.5,0.8,0.579,11.4,3.3,0.3,3.0,0.077,8.0,0.406,1.0,0.464,11.8
201950,Jrue Holiday,65,48,17,1.2,0.7,0.5,0.551,3.1,0.384,0.1,0.4,8.4,4.0,0.6,3.4,0.161,6.2,0.648,0.5,0.7,8.4,5.2,1.3,3.9,0.251,9.1,0.573,0.6,0.612,8.4
1630551,Justin Champagnie,4,3,1,0.8,0.5,0.3,0.667,1.8,0.429,0.0,0.429,7.8,1.3,0.5,0.8,0.4,1.8,0.714,0.3,0.833,5.8,2.0,1.0,1.0,0.5,3.5,0.571,0.3,0.615,6.5
203200,Justin Holiday,29,13,16,0.2,0.1,0.1,0.4,0.7,0.263,0.0,0.278,10.6,1.7,0.5,1.2,0.28,2.9,0.588,0.2,0.633,7.9,1.9,0.6,1.3,0.291,3.4,0.556,0.2,0.598,8.1
1626159,Justise Winslow,28,15,13,1.8,1.2,0.6,0.673,3.7,0.471,0.2,0.5,5.3,3.4,0.9,2.6,0.25,6.5,0.527,0.7,0.589,5.8,5.2,2.0,3.1,0.393,10.0,0.518,0.9,0.569,5.7
1629644,KZ Okpala,17,7,10,0.4,0.1,0.3,0.286,0.9,0.467,0.1,0.5,8.0,1.6,0.5,1.1,0.333,2.8,0.563,0.3,0.628,6.9,2.0,0.6,1.4,0.324,3.7,0.54,0.4,0.596,7.2
1629640,Keldon Johnson,60,15,45,0.9,0.5,0.5,0.509,2.9,0.314,0.2,0.331,8.6,4.3,0.7,3.6,0.16,6.8,0.632,0.6,0.694,5.7,5.2,1.2,4.1,0.222,9.1,0.569,0.8,0.62,6.2
1626162,Kelly Oubre Jr.,48,16,32,1.4,0.7,0.7,0.492,2.8,0.481,0.1,0.496,9.1,3.8,0.9,3.0,0.228,6.2,0.622,0.5,0.672,7.1,5.2,1.5,3.7,0.297,8.9,0.582,0.5,0.619,7.6
202689,Kemba Walker,5,2,3,0.6,0.2,0.4,0.333,1.4,0.429,0.0,0.429,18.5,2.6,0.6,2.0,0.231,4.8,0.542,0.4,0.591,5.8,3.2,0.8,2.4,0.25,6.2,0.516,0.4,0.552,8.2
1631112,Kendall Brown,2,1,1,1.0,0.0,1.0,0.0,1.5,0.667,0.0,0.667,11.3,2.0,1.5,0.5,0.75,4.0,0.5,1.5,0.8,9.6,3.0,1.5,1.5,0.5,5.5,0.545,1.5,0.75,10.1
1629134,Kendrick Nunn,51,24,27,0.3,0.1,0.2,0.333,0.9,0.326,0.0,0.333,11.8,1.8,0.2,1.6,0.128,2.7,0.671,0.1,0.707,9.0,2.1,0.3,1.8,0.156,3.6,0.592,0.2,0.619,9.4
1631113,Kennedy Chandler,22,14,8,0.4,0.2,0.2,0.556,0.7,0.563,0.0,0.6,7.4,1.3,0.2,1.1,0.172,2.3,0.58,0.2,0.63,7.4,1.7,0.5,1.3,0.263,3.0,0.576,0.2,0.623,7.4
1629026,Kenrich Williams,53,26,27,1.8,1.1,0.7,0.608,4.0,0.462,0.1,0.473,6.5,3.1,1.0,2.1,0.311,5.3,0.58,0.6,0.651,5.7,4.9,2.1,2.8,0.421,8.9,0.551,0.7,0.596,6.0
203484,Kentavious Caldwell-Pope,70,47,23,0.5,0.2,0.3,0.343,1.1,0.455,0.0,0.473,12.3,2.5,0.4,2.1,0.168,4.2,0.592,0.3,0.634,9.1,3.0,0.6,2.4,0.197,5.3,0.565,0.3,0.601,9.6
1631165,Keon Ellis,5,2,3,0.8,0.2,0.6,0.25,1.2,0.667,0.0,0.667,12.9,0.8,0.0,0.8,0.0,1.4,0.571,0.0,0.571,6.9,1.6,0.2,1.4,0.125,2.4,0.667,0.0,0.667,9.9
1630553,Keon Johnson,21,7,14,0.5,0.3,0.2,0.545,1.5,0.355,0.1,0.379,10.9,1.6,0.4,1.2,0.242,2.3,0.688,0.1,0.733,10.7,2.1,0.7,1.4,0.318,3.7,0.571,0.2,0.611,10.7
1628989,Kevin Huerter,68,40,28,0.6,0.3,0.3,0.452,1.5,0.408,0.0,0.416,12.1,3.1,0.4,2.7,0.134,4.8,0.645,0.4,0.711,7.6,3.7,0.7,3.0,0.187,6.1,0.6,0.5,0.65,8.4
1629645,Kevin Porter Jr.,58,18,40,1.3,0.5,0.8,0.382,2.9,0.452,0.1,0.469,10.7,4.1,0.8,3.3,0.197,6.2,0.665,0.4,0.706,7.5,5.4,1.3,4.1,0.242,8.9,0.606,0.5,0.64,8.3
1630284,Kevon Harris,29,10,19,1.0,0.6,0.3,0.643,2.2,0.431,0.0,0.431,7.4,1.4,0.3,1.1,0.214,2.9,0.5,0.2,0.538,8.4,2.4,0.9,1.5,0.386,5.1,0.476,0.2,0.496,8.0
1630165,Killian Hayes,71,15,56,0.4,0.1,0.3,0.321,1.0,0.394,0.0,0.4,15.5,2.7,0.4,2.3,0.156,4.9,0.553,0.5,0.611,8.2,3.1,0.5,2.5,0.177,5.8,0.534,0.5,0.582,9.1
1630184,Kira Lewis Jr.,17,7,10,0.3,0.1,0.2,0.2,0.6,0.5,0.0,0.5,9.4,1.6,0.1,1.6,0.036,2.5,0.667,0.1,0.7,9.5,1.9,0.1,1.8,0.061,3.1,0.635,0.1,0.66,9.5
202691,Klay Thompson,66,36,30,0.6,0.2,0.4,0.359,1.5,0.394,0.0,0.402,12.3,3.7,0.6,3.1,0.168,6.1,0.604,0.5,0.658,7.8,4.3,0.8,3.5,0.194,7.3,0.586,0.5,0.632,8.5
1628424,Kobi Simmons,3,1,2,0.3,0.3,0.0,1.0,0.7,0.5,0.0,0.5,9.2,1.0,0.3,0.7,0.333,1.3,0.75,0.0,0.75,10.7,1.3,0.7,0.7,0.5,1.7,0.8,0.0,0.8,10.3
1627739,Kris Dunn,22,8,14,0.4,0.2,0.2,0.444,1.1,0.375,0.0,0.391,16.4,4.1,0.9,3.2,0.22,6.4,0.65,0.5,0.711,6.6,4.5,1.1,3.5,0.24,7.4,0.617,0.6,0.671,7.5
203937,Kyle Anderson,64,35,29,1.0,0.5,0.5,0.492,2.5,0.399,0.0,0.404,8.5,4.7,1.0,3.7,0.223,7.2,0.656,0.4,0.69,6.7,5.7,1.5,4.2,0.27,9.1,0.626,0.4,0.654,7.0
200768,Kyle Lowry,55,30,25,0.8,0.3,0.5,0.372,2.3,0.336,0.1,0.352,10.1,3.3,0.5,2.8,0.165,7.0,0.474,0.9,0.545,7.8,4.1,0.8,3.3,0.204,9.2,0.443,1.0,0.498,8.3
202681,Kyrie Irving,60,32,28,1.0,0.5,0.5,0.458,2.4,0.41,0.1,0.424,10.1,4.1,0.7,3.4,0.176,6.5,0.627,0.5,0.673,8.2,5.1,1.2,3.9,0.23,8.7,0.583,0.5,0.622,8.5
1630163,LaMelo Ball,36,13,23,1.2,0.7,0.5,0.595,2.6,0.442,0.1,0.457,8.1,5.3,0.8,4.4,0.153,7.9,0.663,0.4,0.703,7.3,6.4,1.5,4.9,0.234,10.5,0.609,0.5,0.642,7.5
1629013,Landry Shamet,30,12,18,0.4,0.1,0.2,0.364,1.0,0.379,0.0,0.379,13.1,1.9,0.4,1.4,0.232,3.2,0.583,0.2,0.629,9.1,2.2,0.6,1.7,0.254,4.0,0.554,0.2,0.588,9.7
1631311,Lester Quinones,3,3,0,0.3,0.0,0.3,0.0,0.7,0.5,0.0,0.5,5.7,0.7,0.3,0.3,0.5,1.7,0.4,0.3,0.5,11.1,1.0,0.3,0.7,0.333,2.3,0.429,0.3,0.5,9.3
1629623,Lindell Wigginton,3,1,2,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.7,1.7,0.286,4.7,0.5,0.7,0.583,8.5,2.3,0.7,1.7,0.286,5.3,0.438,0.7,0.5,8.5
1629022,Lonnie Walker IV,46,21,25,0.3,0.1,0.2,0.357,0.7,0.424,0.0,0.424,11.9,2.1,0.3,1.7,0.158,3.1,0.664,0.2,0.699,10.0,2.4,0.4,1.9,0.183,3.8,0.623,0.2,0.649,10.2
1629652,Luguentz Dort,72,35,37,1.8,1.0,0.8,0.578,4.0,0.44,0.2,0.46,7.5,3.0,0.8,2.2,0.255,5.2,0.573,0.4,0.624,7.4,4.8,1.8,3.0,0.375,9.2,0.521,0.6,0.558,7.4
1629029,Luka Doncic,66,33,33,0.8,0.4,0.4,0.537,2.9,0.284,0.1,0.29,11.6,7.8,1.8,6.0,0.229,11.4,0.686,0.7,0.733,5.1,8.6,2.2,6.4,0.258,13.4,0.642,0.8,0.682,5.8
1628379,Luke Kennard,52,32,20,0.3,0.1,0.2,0.267,0.6,0.484,0.0,0.5,16.0,2.8,0.4,2.4,0.133,4.5,0.609,0.3,0.644,7.8,3.0,0.4,2.6,0.146,5.1,0.596,0.3,0.629,8.6
1630644,Mac McClung,2,2,0,1.5,1.0,0.5,0.667,2.0,0.75,0.0,0.75,11.5,3.5,0.0,3.5,0.0,4.0,0.875,0.0,0.875,5.7,5.0,1.0,4.0,0.2,6.0,0.833,0.0,0.833,7.4
1630201,Malachi Flynn,35,18,17,0.4,0.1,0.3,0.333,0.9,0.484,0.1,0.517,16.0,1.7,0.1,1.6,0.082,2.6,0.663,0.3,0.744,9.3,2.2,0.3,1.9,0.132,3.5,0.628,0.3,0.697,10.7
1627763,Malcolm Brogdon,67,46,21,0.6,0.3,0.3,0.476,1.8,0.347,0.1,0.368,10.4,3.6,0.8,2.7,0.235,5.9,0.603,0.6,0.67,7.4,4.2,1.1,3.0,0.271,7.6,0.55,0.7,0.606,7.9
1627736,Malik Beasley,77,44,33,0.5,0.1,0.4,0.257,1.0,0.461,0.0,0.461,16.7,3.2,0.5,2.7,0.153,5.1,0.634,0.5,0.699,7.2,3.7,0.6,3.1,0.166,5.9,0.622,0.5,0.675,8.4
1628370,Malik Monk,73,46,27,0.4,0.1,0.3,0.281,1.1,0.386,0.1,0.416,15.5,2.3,0.3,2.0,0.14,3.5,0.676,0.2,0.713,8.0,2.8,0.5,2.3,0.163,4.6,0.61,0.3,0.646,9.2
203935,Marcus Smart,57,40,17,0.8,0.3,0.5,0.348,1.9,0.426,0.1,0.451,10.7,2.5,0.6,1.9,0.255,5.0,0.505,0.7,0.585,9.8,3.4,0.9,2.4,0.277,6.8,0.495,0.8,0.56,10.0
1628365,Markelle Fultz,60,29,31,1.2,0.7,0.5,0.565,2.8,0.411,0.1,0.423,7.1,2.8,0.4,2.3,0.158,5.0,0.546,0.5,0.609,7.8,3.9,1.1,2.8,0.278,7.8,0.502,0.6,0.544,7.6
1629680,Matisse Thybulle,52,28,24,0.8,0.3,0.5,0.375,1.3,0.571,0.0,0.571,9.6,1.9,0.4,1.6,0.19,3.1,0.629,0.2,0.667,8.4,2.7,0.7,2.0,0.243,4.2,0.648,0.2,0.676,8.8
203521,Matthew Dellavedova,10,8,2,0.1,0.1,0.0,1.0,0.5,0.2,0.0,0.2,1.5,1.2,0.2,1.0,0.167,1.7,0.706,0.3,0.857,10.2,1.3,0.3,1.0,0.231,2.2,0.591,0.3,0.684,9.5
1631108,Max Christie,28,12,16,0.3,0.2,0.1,0.714,0.9,0.28,0.0,0.292,11.2,2.4,0.3,2.1,0.132,3.6,0.673,0.1,0.701,6.0,2.7,0.5,2.2,0.187,4.3,0.62,0.2,0.647,6.5
1629622,Max Strus,72,38,34,0.7,0.3,0.3,0.49,1.7,0.405,0.0,0.408,10.0,2.9,0.7,2.2,0.23,5.0,0.582,0.6,0.655,8.0,3.6,1.0,2.6,0.279,6.4,0.558,0.6,0.613,8.4
1630593,McKinley Wright IV,18,9,9,0.5,0.2,0.3,0.444,1.1,0.474,0.0,0.474,11.6,2.1,0.3,1.8,0.132,3.7,0.576,0.2,0.613,6.6,2.6,0.5,2.1,0.191,4.7,0.553,0.2,0.58,7.6
203487,Michael Carter-Williams,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7.1,4.0,1.0,3.0,0.25,5.0,0.8,1.0,1.0,8.2,5.0,2.0,3.0,0.4,6.0,0.833,1.0,1.0,8.0
1628969,Mikal Bridges,25,11,14,0.9,0.2,0.7,0.217,2.4,0.383,0.1,0.397,14.2,3.9,0.7,3.2,0.184,6.4,0.609,0.6,0.676,7.5,4.8,0.9,3.9,0.19,8.6,0.565,0.7,0.617,8.8
201144,Mike Conley,61,30,31,0.5,0.1,0.4,0.182,1.3,0.407,0.1,0.429,16.8,2.4,0.4,2.0,0.176,4.3,0.558,0.4,0.609,8.8,3.0,0.5,2.4,0.177,5.6,0.528,0.4,0.571,10.2
1630540,Miles McBride,31,17,14,0.4,0.1,0.3,0.231,1.0,0.406,0.0,0.406,13.6,1.2,0.2,1.0,0.162,2.4,0.507,0.4,0.607,9.9,1.6,0.3,1.3,0.18,3.4,0.476,0.4,0.538,10.9
1628420,Monte Morris,60,28,32,0.4,0.2,0.3,0.385,0.9,0.481,0.0,0.491,14.0,3.1,0.3,2.8,0.098,4.9,0.628,0.5,0.694,9.0,3.5,0.5,3.0,0.133,5.7,0.614,0.5,0.671,9.6
1630541,Moses Moody,47,24,23,0.6,0.3,0.3,0.444,1.3,0.443,0.0,0.45,9.8,1.6,0.4,1.2,0.25,3.1,0.528,0.3,0.58,6.6,2.2,0.7,1.5,0.301,4.2,0.526,0.3,0.566,7.5
1629642,Nassir Little,51,21,30,0.5,0.2,0.3,0.37,1.6,0.329,0.1,0.351,8.9,2.2,0.4,1.8,0.184,4.4,0.509,0.6,0.585,5.4,2.8,0.6,2.2,0.22,5.8,0.478,0.7,0.54,6.1
1629638,Nickeil Alexander-Walker,43,21,22,0.3,0.1,0.2,0.286,1.0,0.341,0.0,0.341,12.0,2.0,0.4,1.6,0.198,3.5,0.57,0.3,0.623,7.5,2.3,0.5,1.8,0.21,4.4,0.532,0.3,0.571,8.1
201587,Nicolas Batum,75,43,32,0.8,0.4,0.4,0.468,1.8,0.466,0.1,0.504,11.5,3.2,0.9,2.2,0.287,4.9,0.639,0.4,0.701,5.8,4.0,1.3,2.7,0.324,6.3,0.631,0.6,0.694,7.0
1626181,Norman Powell,56,30,26,0.4,0.1,0.3,0.208,1.4,0.308,0.0,0.316,14.2,2.7,0.5,2.2,0.185,4.5,0.597,0.4,0.662,7.9,3.1,0.6,2.5,0.189,5.7,0.547,0.5,0.597,8.7
1630534,Ochai Agbaji,49,22,27,0.9,0.4,0.5,0.442,2.0,0.448,0.1,0.462,11.5,1.6,0.4,1.2,0.256,3.1,0.506,0.2,0.534,9.0,2.5,0.8,1.7,0.322,5.0,0.492,0.2,0.515,9.9
1629052,Oshae Brissett,58,25,33,1.1,0.5,0.5,0.5,2.8,0.38,0.1,0.39,6.7,2.7,0.7,2.0,0.269,4.6,0.584,0.6,0.664,5.4,3.8,1.3,2.5,0.335,6.9,0.542,0.6,0.596,5.8
1628408,PJ Dozier,9,5,4,0.1,0.0,0.1,0.0,0.6,0.2,0.0,0.2,16.3,1.4,0.4,1.0,0.308,2.4,0.591,0.3,0.684,5.2,1.6,0.4,1.1,0.286,2.8,0.56,0.3,0.636,6.0
1626192,Pat Connaughton,59,41,18,0.8,0.3,0.6,0.34,1.9,0.435,0.1,0.459,10.7,3.9,0.7,3.2,0.18,6.2,0.633,0.8,0.721,5.5,4.8,1.0,3.8,0.208,7.9,0.603,0.9,0.677,6.4
201976,Patrick Beverley,66,34,32,0.7,0.2,0.4,0.364,1.4,0.468,0.0,0.478,12.1,3.1,0.5,2.6,0.153,5.3,0.585,0.5,0.644,7.4,3.7,0.7,3.0,0.19,6.5,0.573,0.5,0.622,8.2
201988,Patty Mills,26,11,15,0.3,0.0,0.3,0.0,0.7,0.444,0.1,0.5,20.4,1.4,0.0,1.4,0.0,2.3,0.61,0.1,0.632,12.6,1.7,0.0,1.7,0.0,2.9,0.579,0.2,0.611,14.0
1630202,Payton Pritchard,31,20,11,0.8,0.3,0.5,0.4,1.6,0.5,0.1,0.532,7.2,2.0,0.4,1.6,0.19,3.3,0.612,0.4,0.685,7.2,2.8,0.7,2.1,0.25,4.9,0.575,0.5,0.633,7.2
1631212,Peyton Watson,11,4,7,0.7,0.1,0.6,0.125,2.2,0.333,0.0,0.333,13.0,2.6,0.6,2.0,0.241,4.9,0.537,0.5,0.604,4.6,3.4,0.7,2.6,0.216,6.6,0.507,0.5,0.552,6.4
1629656,Quentin Grimes,64,38,26,0.8,0.3,0.5,0.388,1.5,0.51,0.1,0.533,12.4,2.8,0.7,2.1,0.244,4.6,0.616,0.4,0.672,7.1,3.6,1.0,2.6,0.275,6.0,0.595,0.4,0.641,8.2
1631245,Quenton Jackson,6,2,4,0.3,0.0,0.3,0.0,0.8,0.4,0.0,0.4,18.2,1.0,0.3,0.7,0.333,2.7,0.375,0.7,0.5,10.7,1.3,0.3,1.0,0.25,3.5,0.381,0.7,0.471,12.5
1630181,R.J. Hampton,31,5,26,0.6,0.3,0.3,0.5,1.2,0.486,0.1,0.514,12.0,2.2,0.4,1.8,0.188,3.4,0.663,0.2,0.704,8.2,2.8,0.7,2.1,0.253,4.5,0.63,0.3,0.669,8.9
1629628,RJ Barrett,72,40,32,0.8,0.4,0.5,0.45,2.8,0.296,0.1,0.309,12.2,4.3,0.5,3.8,0.12,7.2,0.598,0.7,0.66,6.4,5.1,0.9,4.2,0.174,9.4,0.544,0.8,0.595,7.4
